customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_segment,churn_probability,age_group,churn_risk_band,is_buyer
C01032,40,New,Bratislava,desktop,19,0,1,0,0,,,,Prospect (no purchase),0.9255310170035532,36-45,High,False
C01033,32,New,Western Slovakia,mobile,29,1,1,2,1,,,,Prospect (no purchase),,26-35,,False
C01034,44,New,Western Slovakia,desktop,50,0,1,3,0,,,,Prospect (no purchase),0.7647706089822126,36-45,Medium,False
C01035,32,New,Eastern Slovakia,mobile,29,0,0,0,3,,,,Prospect (no purchase),,26-35,,False
C01036,38,Regular,Czech Republic,desktop,58,0,0,3,3,365.0,1.0,280.66,One-off Lapsed,0.7759418609457046,36-45,Medium,True
C01037,50,Regular,Eastern Slovakia,mobile,67,0,1,3,4,,,,Prospect (no purchase),0.7572061398533256,46-55,Medium,False
C01038,31,Regular,Bratislava,desktop,55,0,1,3,4,434.0,1.0,280.11,One-off Lapsed,,26-35,,True
C01039,48,New,Western Slovakia,mobile,3,1,0,1,3,,,,Prospect (no purchase),0.8820926578860879,46-55,High,False
C01040,46,Regular,Eastern Slovakia,mobile,55,0,0,1,1,,,,Prospect (no purchase),0.9197729072813148,46-55,High,False
C01041,27,Regular,Western Slovakia,mobile,15,0,0,1,3,,,,Prospect (no purchase),,26-35,,False
C01042,50,Loyal,Central Slovakia,mobile,64,1,1,1,5,,,,Prospect (no purchase),0.6841220279382357,46-55,Medium,False
C01043,46,Regular,Bratislava,mobile,70,1,1,5,2,,,,Prospect (no purchase),,46-55,,False
C01044,39,Regular,Western Slovakia,mobile,6,0,1,5,4,,,,Prospect (no purchase),0.7662980831429774,36-45,Medium,False
C01045,29,Regular,Eastern Slovakia,mobile,8,0,0,1,8,,,,Prospect (no purchase),,26-35,,False
C01046,28,At-Risk,Bratislava,desktop,50,0,1,1,3,,,,Prospect (no purchase),0.9572836910539264,26-35,High,False
C01047,32,Loyal,Czech Republic,mobile,11,0,0,2,7,490.0,1.0,147.55,One-off Lapsed,0.8267542655568565,26-35,High,True
C01048,45,Regular,Western Slovakia,desktop,69,0,1,4,8,,,,Prospect (no purchase),0.7323071715859435,36-45,Medium,False
C01049,27,Regular,Bratislava,mobile,39,1,0,3,1,,,,Prospect (no purchase),0.8388921333394372,26-35,High,False
C01050,43,New,Bratislava,mobile,41,0,1,0,3,,,,Prospect (no purchase),0.9190362548552466,36-45,High,False
C01051,23,At-Risk,Bratislava,mobile,62,0,0,4,10,,,,Prospect (no purchase),0.942754552251332,18-25,High,False
C01052,36,Regular,Western Slovakia,mobile,16,0,1,1,7,,,,Prospect (no purchase),0.8606088058877832,36-45,High,False
C01053,39,New,Bratislava,mobile,40,0,0,1,1,,,,Prospect (no purchase),0.9301730457949272,36-45,High,False
C01054,67,At-Risk,Central Slovakia,desktop,71,1,1,1,1,,,,Prospect (no purchase),0.9363861833288446,56+,High,False
C01055,21,Loyal,Eastern Slovakia,mobile,2,1,0,0,7,,,,Prospect (no purchase),0.7717526796893356,18-25,Medium,False
C01056,56,New,Western Slovakia,mobile,13,0,0,1,2,,,,Prospect (no purchase),0.9082933273409256,56+,High,False
C01057,40,New,Bratislava,mobile,11,0,1,0,4,,,,Prospect (no purchase),0.919314426276326,36-45,High,False
C01058,43,New,Western Slovakia,mobile,24,0,1,2,2,410.0,1.0,153.5,One-off Lapsed,0.9106676321410058,36-45,High,True
C01059,39,Regular,Eastern Slovakia,mobile,10,0,1,1,3,617.0,1.0,232.61,One-off Lapsed,,36-45,,True
C01060,43,New,Central Slovakia,desktop,13,0,1,0,2,,,,Prospect (no purchase),0.9158883458633268,36-45,High,False
C01061,36,At-Risk,Bratislava,mobile,61,0,0,0,1,,,,Prospect (no purchase),0.947706022853868,36-45,High,False
C01062,55,At-Risk,Central Slovakia,desktop,33,0,1,0,2,,,,Prospect (no purchase),0.8771299121019088,46-55,High,False
C01063,33,Regular,Western Slovakia,mobile,26,1,1,2,8,,,,Prospect (no purchase),,26-35,,False
C01064,52,Regular,Western Slovakia,mobile,30,0,1,1,6,,,,Prospect (no purchase),0.8617042053866195,46-55,High,False
C01065,30,New,Bratislava,mobile,69,0,1,1,12,,,,Prospect (no purchase),0.840126039408221,26-35,High,False
C01066,37,New,Czech Republic,mobile,35,0,1,1,2,,,,Prospect (no purchase),,36-45,,False
C01067,25,Loyal,Bratislava,mobile,34,1,1,2,4,,,,Prospect (no purchase),0.6328749605536016,18-25,Medium,False
C01068,43,New,Bratislava,desktop,66,0,1,0,0,,,,Prospect (no purchase),,36-45,,False
C01069,55,New,Bratislava,desktop,3,0,0,0,1,,,,Prospect (no purchase),0.939147391691813,46-55,High,False
C01070,37,Regular,Central Slovakia,mobile,34,0,0,1,2,,,,Prospect (no purchase),0.9061726617830074,36-45,High,False
C01071,36,New,Western Slovakia,mobile,54,0,1,1,3,,,,Prospect (no purchase),0.8697632794932216,36-45,High,False
C01072,25,Regular,Bratislava,desktop,37,0,0,6,3,404.0,2.0,460.08,Occasional Repeat,0.6486495760868642,18-25,Medium,True
C01073,35,Loyal,Western Slovakia,mobile,62,1,1,5,8,218.0,1.0,234.36,One-off Lapsed,0.5677276668957835,26-35,Low,True
C01074,19,Loyal,Central Slovakia,mobile,63,0,1,5,5,319.0,1.0,293.28,One-off Lapsed,0.6063342728499121,18-25,Medium,True
C01075,27,Regular,Bratislava,desktop,24,0,1,2,5,,,,Prospect (no purchase),0.7950633230632721,26-35,Medium,False
C01076,41,Loyal,Czech Republic,mobile,59,1,1,4,11,,,,Prospect (no purchase),0.620731282859181,36-45,Medium,False
C01077,54,Regular,Western Slovakia,mobile,18,0,1,0,4,,,,Prospect (no purchase),0.8113488719812799,46-55,High,False
C01078,72,Loyal,Bratislava,mobile,18,1,1,4,14,,,,Prospect (no purchase),0.4567884765714369,56+,Low,False
C01079,31,Regular,Czech Republic,desktop,70,0,1,1,5,,,,Prospect (no purchase),0.8900853636581231,26-35,High,False
C01080,55,New,Eastern Slovakia,mobile,1,0,1,0,4,,,,Prospect (no purchase),0.9014079620067936,46-55,High,False
C01081,41,At-Risk,Western Slovakia,desktop,26,1,0,3,2,,,,Prospect (no purchase),0.9293636357393088,36-45,High,False
C01082,36,New,Eastern Slovakia,mobile,45,0,1,1,3,,,,Prospect (no purchase),,36-45,,False
C01083,43,New,Western Slovakia,mobile,30,0,1,0,0,,,,Prospect (no purchase),,36-45,,False
C01084,39,New,Western Slovakia,mobile,60,0,0,0,7,,,,Prospect (no purchase),0.8772092469098813,36-45,High,False
C01085,39,Regular,Eastern Slovakia,desktop,18,0,1,0,1,,,,Prospect (no purchase),0.8484754175263074,36-45,High,False
C01086,33,Regular,Eastern Slovakia,mobile,40,0,1,1,1,627.0,1.0,192.89,One-off Lapsed,0.9250049225114856,26-35,High,True
C01087,21,Regular,Bratislava,desktop,9,1,1,1,1,500.0,1.0,241.29,One-off Lapsed,0.8515902511470327,18-25,High,True
C01088,19,At-Risk,Central Slovakia,mobile,15,0,0,1,1,,,,Prospect (no purchase),0.9653013810090396,18-25,High,False
C01089,46,New,Western Slovakia,mobile,13,0,0,2,3,,,,Prospect (no purchase),0.8897186902229388,46-55,High,False
C01090,35,Regular,Bratislava,mobile,53,0,0,0,6,,,,Prospect (no purchase),0.9126692849459836,26-35,High,False
C01091,31,Regular,Czech Republic,mobile,15,0,0,0,3,421.0,1.0,282.23,One-off Lapsed,0.9347538321620044,26-35,High,True
C01092,38,Loyal,Central Slovakia,mobile,48,0,1,4,16,,,,Prospect (no purchase),0.6224141675928306,36-45,Medium,False
C01093,48,New,Central Slovakia,desktop,25,1,0,2,10,,,,Prospect (no purchase),0.8610853904549468,46-55,High,False
C01094,40,New,Central Slovakia,desktop,41,0,0,0,4,,,,Prospect (no purchase),0.9277002637550766,36-45,High,False
C01095,30,Regular,Central Slovakia,desktop,63,1,0,0,4,720.0,1.0,90.37,One-off Lapsed,,26-35,,True
C01096,53,Regular,Bratislava,desktop,62,0,0,2,1,,,,Prospect (no purchase),0.8971615174199508,46-55,High,False
C01097,57,Loyal,Czech Republic,mobile,1,0,1,15,21,199.0,1.0,228.43,One-off Lapsed,0.3015467053132528,56+,Low,True
C01098,44,Regular,Central Slovakia,desktop,56,0,1,4,1,,,,Prospect (no purchase),0.8420223476483413,36-45,High,False
C01099,50,Loyal,Central Slovakia,mobile,68,0,1,2,4,56.0,3.0,699.92,Champions,0.7257737632380663,46-55,Medium,True
C01100,53,Regular,Western Slovakia,desktop,48,0,1,1,3,,,,Prospect (no purchase),0.8291699264036845,46-55,High,False
C01101,52,New,Bratislava,desktop,14,0,0,0,1,,,,Prospect (no purchase),0.9387104063325884,46-55,High,False
C01102,45,New,Bratislava,mobile,48,1,0,0,5,,,,Prospect (no purchase),0.8936972522570678,36-45,High,False
C01103,45,New,Western Slovakia,desktop,46,1,0,0,4,,,,Prospect (no purchase),0.8822240357636922,36-45,High,False
C01104,44,Regular,Bratislava,desktop,48,0,0,1,3,,,,Prospect (no purchase),0.9106886550200698,36-45,High,False
C01105,25,Regular,Central Slovakia,mobile,31,0,0,3,7,,,,Prospect (no purchase),0.8820144962925138,18-25,High,False
C01106,46,Regular,Eastern Slovakia,desktop,38,0,0,0,3,,,,Prospect (no purchase),0.9219622145820104,46-55,High,False
C01107,22,Regular,Western Slovakia,mobile,47,0,1,1,3,536.0,1.0,123.43,One-off Lapsed,0.8644435592582326,18-25,High,True
C01108,28,Regular,Western Slovakia,mobile,33,1,1,3,4,97.0,1.0,158.27,One-off Lapsed,0.7228935941417154,26-35,Medium,True
C01109,54,Regular,Central Slovakia,mobile,55,1,1,2,3,,,,Prospect (no purchase),0.8289934566506976,46-55,High,False
C01110,48,Regular,Bratislava,mobile,51,1,1,4,0,,,,Prospect (no purchase),0.7844865805772988,46-55,Medium,False
C01111,56,Regular,Czech Republic,mobile,22,0,1,4,9,,,,Prospect (no purchase),0.7536739136322234,56+,Medium,False
C01112,35,Regular,Western Slovakia,tablet,44,0,1,4,2,,,,Prospect (no purchase),0.7868805116663619,26-35,Medium,False
C01113,24,Regular,Bratislava,mobile,54,1,1,12,4,,,,Prospect (no purchase),0.4359885711892164,18-25,Low,False
C01114,35,Regular,Bratislava,mobile,35,1,1,3,2,,,,Prospect (no purchase),,26-35,,False
C01115,39,Regular,Czech Republic,desktop,51,0,0,5,6,,,,Prospect (no purchase),0.8052628349955803,36-45,High,False
C01116,39,Regular,Bratislava,mobile,9,1,1,1,6,,,,Prospect (no purchase),0.827301609622503,36-45,High,False
C01117,52,Loyal,Central Slovakia,desktop,28,0,0,5,4,,,,Prospect (no purchase),0.6637569287557594,46-55,Medium,False
C01118,34,Regular,Bratislava,mobile,50,1,1,1,4,91.0,1.0,275.41,One-off Lapsed,0.8475816800686466,26-35,High,True
C01119,42,New,Bratislava,tablet,64,1,0,3,4,,,,Prospect (no purchase),0.8575316759565997,36-45,High,False
C01120,26,Regular,Eastern Slovakia,desktop,46,0,0,1,6,,,,Prospect (no purchase),0.8685967523970183,26-35,High,False
C01121,43,At-Risk,Bratislava,mobile,48,0,0,1,3,,,,Prospect (no purchase),0.9611482029628292,36-45,High,False
C01122,38,New,Bratislava,mobile,25,0,1,4,1,233.0,1.0,127.37,One-off Lapsed,0.8921896363863424,36-45,High,True
C01123,29,Loyal,Western Slovakia,mobile,50,1,1,3,9,243.0,1.0,433.94,One-off Lapsed,0.4169055391104515,26-35,Low,True
C01124,35,New,Eastern Slovakia,tablet,26,0,1,2,5,,,,Prospect (no purchase),,26-35,,False
C01125,36,Regular,Western Slovakia,desktop,4,0,0,0,1,213.0,1.0,186.09,One-off Lapsed,0.910737342610376,36-45,High,True
C01126,35,Regular,Bratislava,mobile,18,0,0,1,1,,,,Prospect (no purchase),0.9163011091280148,26-35,High,False
C01127,59,New,Czech Republic,mobile,44,1,1,0,8,,,,Prospect (no purchase),,56+,,False
C01128,37,At-Risk,Central Slovakia,desktop,69,0,1,0,3,,,,Prospect (no purchase),,36-45,,False
C01129,35,Regular,Eastern Slovakia,mobile,36,0,0,2,4,,,,Prospect (no purchase),0.9000607663076419,26-35,High,False
C01130,18,At-Risk,Eastern Slovakia,desktop,62,0,1,4,3,,,,Prospect (no purchase),0.9158056974558704,18-25,High,False
C01131,27,New,Central Slovakia,desktop,56,0,0,0,2,,,,Prospect (no purchase),0.8821317001722085,26-35,High,False
C01132,35,Loyal,Western Slovakia,mobile,40,0,1,1,2,,,,Prospect (no purchase),0.6896801143005427,26-35,Medium,False
C01133,30,At-Risk,Western Slovakia,mobile,58,1,1,2,2,,,,Prospect (no purchase),0.8790287359288078,26-35,High,False
C01134,55,Regular,Central Slovakia,mobile,29,1,1,5,13,593.0,1.0,261.11,One-off Lapsed,0.7455666590157579,46-55,Medium,True
C01135,36,New,Central Slovakia,mobile,32,1,1,3,1,,,,Prospect (no purchase),0.8455922291315106,36-45,High,False
C01136,53,Loyal,Czech Republic,tablet,53,0,0,1,4,651.0,1.0,323.22,One-off Lapsed,,46-55,,True
C01137,39,Regular,Central Slovakia,desktop,46,0,0,1,3,,,,Prospect (no purchase),,36-45,,False
C01138,38,At-Risk,Bratislava,desktop,38,1,1,0,4,,,,Prospect (no purchase),0.9054754141099836,36-45,High,False
C01139,37,Regular,Western Slovakia,mobile,31,1,1,6,2,,,,Prospect (no purchase),0.6908150341716175,36-45,Medium,False
C01140,38,New,Central Slovakia,mobile,70,1,0,2,4,,,,Prospect (no purchase),,36-45,,False
C01141,59,New,Western Slovakia,desktop,5,0,1,1,7,,,,Prospect (no purchase),,56+,,False
C01142,18,Loyal,Eastern Slovakia,mobile,4,1,1,3,6,,,,Prospect (no purchase),,18-25,,False
C01143,18,At-Risk,Central Slovakia,mobile,35,0,0,0,1,,,,Prospect (no purchase),0.9687424906152676,18-25,High,False
C01144,31,New,Bratislava,mobile,3,0,0,0,1,,,,Prospect (no purchase),,26-35,,False
C01145,38,Loyal,Central Slovakia,desktop,25,0,1,6,12,512.0,2.0,699.81,Occasional Repeat,0.5370396669743634,36-45,Low,True
C01146,46,At-Risk,Central Slovakia,desktop,41,0,1,0,0,,,,Prospect (no purchase),0.9534967119236026,46-55,High,False
C01147,44,New,Czech Republic,mobile,29,0,0,2,9,,,,Prospect (no purchase),,36-45,,False
C01148,33,New,Western Slovakia,desktop,15,0,0,0,2,,,,Prospect (no purchase),0.924526177309215,26-35,High,False
C01149,50,Loyal,Central Slovakia,mobile,21,1,0,3,3,,,,Prospect (no purchase),0.6218302625323043,46-55,Medium,False
C01150,50,Regular,Western Slovakia,mobile,43,0,0,4,11,,,,Prospect (no purchase),0.80015662793616,46-55,High,False
C01151,40,New,Central Slovakia,mobile,68,0,0,0,5,24.0,1.0,125.61,One-off Lapsed,0.9169532978968116,36-45,High,True
C01152,50,Loyal,Bratislava,desktop,56,1,1,5,7,0.0,4.0,1954.52,Champions,0.5033336925405356,46-55,Low,True
C01153,41,Regular,Eastern Slovakia,mobile,39,1,0,4,9,,,,Prospect (no purchase),0.8252062975590788,36-45,High,False
C01154,31,At-Risk,Czech Republic,mobile,10,0,0,0,0,,,,Prospect (no purchase),,26-35,,False
C01155,46,Loyal,Central Slovakia,mobile,18,0,1,2,4,,,,Prospect (no purchase),,46-55,,False
C01156,39,Loyal,Central Slovakia,desktop,32,0,0,2,2,,,,Prospect (no purchase),0.8085103467711975,36-45,High,False
C01157,38,Regular,Bratislava,desktop,18,1,0,3,12,,,,Prospect (no purchase),0.6380026040315525,36-45,Medium,False
C01158,56,New,Central Slovakia,mobile,49,0,1,3,9,,,,Prospect (no purchase),0.8446777869245813,56+,High,False
C01159,18,Regular,Western Slovakia,tablet,26,1,0,2,1,,,,Prospect (no purchase),0.8470505809270993,18-25,High,False
C01160,21,New,Central Slovakia,mobile,60,0,0,2,2,466.0,2.0,261.22,Occasional Repeat,0.863081483775861,18-25,High,True
C01161,24,Regular,Bratislava,mobile,20,0,1,0,3,170.0,1.0,256.21,One-off Lapsed,0.9037303658446088,18-25,High,True
C01162,34,New,Central Slovakia,desktop,36,0,0,1,5,,,,Prospect (no purchase),0.91883928971071,26-35,High,False
C01163,35,Regular,Bratislava,desktop,51,0,1,3,3,302.0,1.0,201.96,One-off Lapsed,0.8635499759547981,26-35,High,True
C01164,20,New,Central Slovakia,mobile,15,0,0,0,10,,,,Prospect (no purchase),0.924494333313925,18-25,High,False
C01165,26,New,Central Slovakia,mobile,55,0,0,0,1,,,,Prospect (no purchase),0.9317661960616012,26-35,High,False
C01166,28,New,Bratislava,mobile,42,0,0,0,1,,,,Prospect (no purchase),0.9377958457948208,26-35,High,False
C01167,67,Regular,Western Slovakia,mobile,46,0,0,0,1,,,,Prospect (no purchase),,56+,,False
C01168,60,Loyal,Eastern Slovakia,desktop,33,1,0,4,4,,,,Prospect (no purchase),0.6055909491061497,56+,Medium,False
C01169,33,New,Central Slovakia,tablet,67,1,1,1,3,,,,Prospect (no purchase),0.8540644526871348,26-35,High,False
C01170,34,Loyal,Bratislava,mobile,55,1,0,2,12,673.0,1.0,653.2,Occasional Repeat,,26-35,,True
C01171,24,Loyal,Western Slovakia,desktop,14,0,1,2,3,,,,Prospect (no purchase),0.7481881949129868,18-25,Medium,False
C01172,18,Regular,Western Slovakia,mobile,40,0,0,0,4,,,,Prospect (no purchase),0.9028965518715268,18-25,High,False
C01173,37,Regular,Central Slovakia,mobile,65,1,1,1,2,,,,Prospect (no purchase),0.8403252809944527,36-45,High,False
C01174,26,Regular,Central Slovakia,mobile,20,0,1,1,3,,,,Prospect (no purchase),0.8835491429833395,26-35,High,False
C01175,37,New,Bratislava,tablet,39,1,1,6,1,,,,Prospect (no purchase),0.7936405250742931,36-45,Medium,False
C01176,19,Regular,Central Slovakia,mobile,54,1,1,1,15,,,,Prospect (no purchase),0.7105984575941815,18-25,Medium,False
C01177,29,New,Eastern Slovakia,desktop,20,1,1,3,5,,,,Prospect (no purchase),0.7258058578707931,26-35,Medium,False
C01178,40,Loyal,Eastern Slovakia,mobile,37,0,1,0,7,,,,Prospect (no purchase),,36-45,,False
C01179,42,At-Risk,Bratislava,desktop,40,0,1,3,1,361.0,1.0,143.51,One-off Lapsed,0.913343910702446,36-45,High,True
C01180,43,Loyal,Western Slovakia,mobile,13,1,1,2,1,,,,Prospect (no purchase),0.6093362395399852,36-45,Medium,False
C01181,22,Regular,Western Slovakia,tablet,13,1,0,3,2,,,,Prospect (no purchase),0.8444596985927472,18-25,High,False
C01182,48,Regular,Bratislava,desktop,40,0,1,3,2,,,,Prospect (no purchase),,46-55,,False
C01183,28,At-Risk,Western Slovakia,mobile,13,0,0,0,2,,,,Prospect (no purchase),,26-35,,False
C01184,46,New,Bratislava,desktop,68,1,1,4,4,461.0,1.0,157.01,One-off Lapsed,0.7399935614656626,46-55,Medium,True
C01185,38,New,Bratislava,desktop,38,0,0,2,9,,,,Prospect (no purchase),0.8497601146139812,36-45,High,False
C01186,21,Regular,Central Slovakia,mobile,51,0,0,0,11,,,,Prospect (no purchase),,18-25,,False
C01187,34,Regular,Bratislava,mobile,29,1,0,6,6,,,,Prospect (no purchase),0.7039149544065765,26-35,Medium,False
C01188,42,Regular,Central Slovakia,desktop,22,1,0,3,1,,,,Prospect (no purchase),0.7831223374956643,36-45,Medium,False
C01189,45,New,Bratislava,desktop,35,0,0,0,2,,,,Prospect (no purchase),0.9056704570546188,36-45,High,False
C01190,36,Regular,Central Slovakia,mobile,51,0,1,1,7,355.0,1.0,175.55,One-off Lapsed,0.7777800968510991,36-45,Medium,True
C01191,56,New,Western Slovakia,desktop,29,0,1,0,3,,,,Prospect (no purchase),0.9034020998816552,56+,High,False
C01192,50,New,Eastern Slovakia,mobile,21,0,1,2,1,,,,Prospect (no purchase),0.8638942808818745,46-55,High,False
C01193,35,New,Eastern Slovakia,mobile,11,0,0,3,27,,,,Prospect (no purchase),0.8490701125877775,26-35,High,False
C01194,47,Regular,Western Slovakia,desktop,39,0,0,3,7,36.0,1.0,300.11,One-off Lapsed,0.7629587895453867,46-55,Medium,True
C01195,61,Loyal,Central Slovakia,mobile,49,0,1,2,2,,,,Prospect (no purchase),,56+,,False
C01196,62,Regular,Bratislava,mobile,38,1,1,7,32,,,,Prospect (no purchase),0.5245829735023028,56+,Low,False
C01197,23,Regular,Central Slovakia,mobile,19,0,1,4,27,,,,Prospect (no purchase),,18-25,,False
C01198,27,Loyal,Bratislava,mobile,18,1,1,10,32,,,,Prospect (no purchase),0.2834750882983989,26-35,Low,False
C01199,56,Regular,Western Slovakia,mobile,27,0,0,1,1,,,,Prospect (no purchase),,56+,,False
C01200,25,Loyal,Bratislava,desktop,25,1,1,4,5,,,,Prospect (no purchase),0.5007596844008708,18-25,Low,False
C01201,22,Loyal,Eastern Slovakia,mobile,15,1,0,2,7,132.0,1.0,139.84,One-off Lapsed,0.7602488419418816,18-25,Medium,True
C01202,32,Regular,Western Slovakia,desktop,67,1,1,5,4,128.0,5.0,1102.66,Champions,0.6044538646589621,26-35,Medium,True
C01203,43,New,Central Slovakia,desktop,24,0,0,1,8,0.0,1.0,196.08,Recent Buyers,0.8596865997938531,36-45,High,True
C01204,37,New,Western Slovakia,mobile,18,0,0,3,5,,,,Prospect (no purchase),0.8886979119142918,36-45,High,False
C01205,30,At-Risk,Bratislava,mobile,44,0,1,1,6,,,,Prospect (no purchase),0.9544984489318212,26-35,High,False
C01206,30,Loyal,Bratislava,desktop,57,1,1,5,4,25.0,2.0,580.64,Occasional Repeat,0.4295031449800857,26-35,Low,True
C01207,29,At-Risk,Czech Republic,mobile,33,0,1,0,2,,,,Prospect (no purchase),,26-35,,False
C01208,27,At-Risk,Eastern Slovakia,mobile,48,0,0,0,1,,,,Prospect (no purchase),,26-35,,False
C01209,65,New,Bratislava,desktop,7,0,0,1,2,,,,Prospect (no purchase),0.8887851765534636,56+,High,False
C01210,42,Loyal,Eastern Slovakia,desktop,38,0,1,5,5,465.0,3.0,796.01,Champions,0.609882802800785,36-45,Medium,True
C01211,49,Regular,Western Slovakia,desktop,5,0,1,2,4,,,,Prospect (no purchase),0.7845686951287885,46-55,Medium,False
C01212,32,Loyal,Bratislava,mobile,10,1,1,7,17,42.0,2.0,824.1,Occasional Repeat,0.286146578733405,26-35,Low,True
C01213,36,New,Central Slovakia,mobile,43,0,1,3,1,601.0,1.0,205.03,One-off Lapsed,0.8884243329052219,36-45,High,True
C01214,29,New,Bratislava,mobile,15,0,1,0,2,,,,Prospect (no purchase),0.9363741519354812,26-35,High,False
C01215,18,Loyal,Bratislava,desktop,3,0,1,3,10,389.0,1.0,602.59,Occasional Repeat,0.7092787698226888,18-25,Medium,True
C01216,21,Loyal,Central Slovakia,mobile,13,0,1,5,11,392.0,1.0,209.72,One-off Lapsed,0.7102953730552496,18-25,Medium,True
C01217,18,Regular,Bratislava,mobile,55,0,0,6,10,,,,Prospect (no purchase),,18-25,,False
C01218,18,Regular,Eastern Slovakia,mobile,42,0,1,2,2,,,,Prospect (no purchase),0.8901255682429224,18-25,High,False
C01219,24,Regular,Central Slovakia,desktop,28,0,0,2,9,,,,Prospect (no purchase),0.8317199884100285,18-25,High,False
C01220,54,At-Risk,Eastern Slovakia,desktop,70,1,1,0,2,,,,Prospect (no purchase),,46-55,,False
C01221,37,Regular,Central Slovakia,mobile,28,0,1,2,6,,,,Prospect (no purchase),0.727070824896071,36-45,Medium,False
C01222,53,Regular,Eastern Slovakia,mobile,63,0,1,3,3,410.0,1.0,93.72,One-off Lapsed,0.8806617077187241,46-55,High,True
C01223,43,Regular,Western Slovakia,mobile,25,0,0,0,16,,,,Prospect (no purchase),0.9212850383799728,36-45,High,False
C01224,47,Regular,Central Slovakia,mobile,2,1,0,3,2,,,,Prospect (no purchase),0.8411047880208106,46-55,High,False
C01225,27,Regular,Western Slovakia,mobile,8,0,1,0,11,,,,Prospect (no purchase),0.7999572339387476,26-35,Medium,False
C01226,44,Regular,Czech Republic,mobile,20,1,1,4,12,233.0,1.0,312.63,One-off Lapsed,0.7082835392501081,36-45,Medium,True
C01227,47,Loyal,Bratislava,desktop,14,1,1,7,2,247.0,3.0,1132.18,Champions,0.5851130415268098,46-55,Low,True
C01228,31,At-Risk,Central Slovakia,desktop,12,0,1,0,1,,,,Prospect (no purchase),0.9614748737619117,26-35,High,False
C01229,45,At-Risk,Eastern Slovakia,tablet,28,0,0,0,1,,,,Prospect (no purchase),0.9718322837605908,36-45,High,False
C01230,45,Regular,Western Slovakia,tablet,70,0,1,1,7,,,,Prospect (no purchase),0.882071627082363,36-45,High,False
C01231,31,Regular,Eastern Slovakia,mobile,15,0,0,0,4,,,,Prospect (no purchase),0.8520571741294581,26-35,High,False
C01232,25,Loyal,Western Slovakia,mobile,17,0,1,1,3,,,,Prospect (no purchase),0.7634954413468729,18-25,Medium,False
C01233,24,Loyal,Bratislava,mobile,71,0,1,4,1,587.0,1.0,352.92,One-off Lapsed,0.753493304497239,18-25,Medium,True
C01234,39,Regular,Central Slovakia,desktop,15,0,0,1,9,247.0,1.0,241.02,One-off Lapsed,0.7595998890473526,36-45,Medium,True
C01235,42,Loyal,Western Slovakia,mobile,59,0,1,5,9,,,,Prospect (no purchase),0.6325541662814057,36-45,Medium,False
C01236,28,Loyal,Bratislava,mobile,45,0,0,2,1,,,,Prospect (no purchase),0.7775090910048771,26-35,Medium,False
C01237,38,Regular,Bratislava,mobile,66,1,0,0,5,,,,Prospect (no purchase),,36-45,,False
C01238,45,Loyal,Bratislava,mobile,40,0,1,0,6,520.0,3.0,933.48,Champions,0.7180108734969506,36-45,Medium,True
C01239,45,New,Eastern Slovakia,desktop,43,0,1,3,2,323.0,1.0,181.7,One-off Lapsed,0.7909423172353025,36-45,Medium,True
C01240,57,Regular,Eastern Slovakia,desktop,17,0,1,0,2,460.0,3.0,362.05,Occasional Repeat,0.8722345697597406,56+,High,True
C01241,53,Regular,Central Slovakia,mobile,41,1,1,2,13,,,,Prospect (no purchase),0.7852902463396922,46-55,Medium,False
C01242,26,New,Bratislava,desktop,48,0,0,0,0,,,,Prospect (no purchase),0.9389041290408568,26-35,High,False
C01243,58,Loyal,Central Slovakia,mobile,71,0,0,1,2,0.0,2.0,558.88,Recent Buyers,0.8206380278188088,56+,High,True
C01244,32,Regular,Eastern Slovakia,mobile,7,0,1,0,0,0.0,1.0,168.34,Recent Buyers,0.9163335057282412,26-35,High,True
C01245,51,New,Eastern Slovakia,mobile,12,0,0,2,3,,,,Prospect (no purchase),0.9039499063846352,46-55,High,False
C01246,39,Loyal,Bratislava,desktop,2,0,0,0,5,231.0,2.0,751.0,Occasional Repeat,0.8174024516536993,36-45,High,True
C01247,33,Loyal,Bratislava,desktop,57,0,0,2,4,394.0,2.0,854.43,Occasional Repeat,0.7319977577259109,26-35,Medium,True
C01248,18,Loyal,Czech Republic,mobile,6,1,1,0,4,,,,Prospect (no purchase),,18-25,,False
C01249,36,Regular,Eastern Slovakia,tablet,65,0,1,2,6,,,,Prospect (no purchase),0.8769542247834032,36-45,High,False
C01250,19,Loyal,Bratislava,mobile,26,0,1,7,5,,,,Prospect (no purchase),0.6009610988760634,18-25,Medium,False
C01251,50,Regular,Eastern Slovakia,mobile,21,0,0,3,19,,,,Prospect (no purchase),,46-55,,False
C01252,56,Regular,Bratislava,desktop,70,1,0,0,3,110.0,1.0,295.08,One-off Lapsed,0.8882457657473338,56+,High,True
C01253,28,New,Bratislava,tablet,52,0,0,0,0,,,,Prospect (no purchase),0.9338298688526891,26-35,High,False
C01254,42,Regular,Eastern Slovakia,desktop,39,0,1,0,1,593.0,1.0,275.96,One-off Lapsed,0.9042560883349188,36-45,High,True
