interaction_id,campaign_id,customer_id,channel_id,date_key,device_type,impressions,clicks,conversions,revenue,spend,responded
INT-002841,CMP-097,C00455,1,20241027,mobile,6,1,1,254.85,14.79,1
INT-002842,CMP-097,C01924,1,20241027,mobile,3,0,0,0.0,7.4,0
INT-002843,CMP-097,C00471,1,20241027,mobile,5,1,0,0.0,12.33,0
INT-002844,CMP-097,C00226,1,20241029,mobile,5,0,0,0.0,12.33,0
INT-002845,CMP-097,C01564,1,20241029,desktop,4,0,0,0.0,9.86,0
INT-002846,CMP-097,C01311,1,20241029,mobile,5,0,0,0.0,12.33,0
INT-002847,CMP-097,C00943,1,20241030,desktop,7,1,1,222.76,17.26,1
INT-002848,CMP-097,C01497,1,20241031,mobile,6,0,0,0.0,14.79,0
INT-002849,CMP-097,C00631,1,20241101,desktop,6,0,0,0.0,14.79,0
INT-002850,CMP-097,C00012,1,20241101,mobile,8,2,0,0.0,19.73,0
INT-002851,CMP-097,C01182,1,20241102,desktop,5,0,0,0.0,12.33,0
INT-002852,CMP-097,C02064,1,20241103,mobile,4,0,0,0.0,9.86,0
INT-002853,CMP-097,C01848,1,20241104,desktop,5,0,0,0.0,12.33,0
INT-002854,CMP-097,C01668,1,20241104,desktop,8,0,0,0.0,19.73,0
INT-002855,CMP-097,C00190,1,20241105,desktop,7,0,0,0.0,17.26,0
INT-002856,CMP-097,C02156,1,20241110,mobile,3,0,0,0.0,7.4,0
INT-002857,CMP-097,C00635,1,20241111,mobile,2,0,0,0.0,4.93,0
INT-002858,CMP-097,C00533,1,20241111,desktop,5,0,0,0.0,12.33,0
INT-002859,CMP-097,C00755,1,20241112,mobile,5,0,0,0.0,12.33,0
INT-002860,CMP-097,C01176,1,20241112,desktop,4,0,0,0.0,9.86,0
INT-002861,CMP-097,C00087,1,20241114,mobile,4,1,0,0.0,9.86,0
INT-002862,CMP-097,C01883,1,20241116,mobile,3,1,0,0.0,7.4,0
INT-002863,CMP-097,C01222,1,20241116,mobile,6,2,1,93.72,14.79,1
INT-002864,CMP-097,C01433,1,20241117,mobile,4,0,0,0.0,9.86,0
INT-002865,CMP-097,C01686,1,20241117,desktop,3,0,0,0.0,7.4,0
INT-002866,CMP-097,C01010,1,20241120,mobile,4,0,0,0.0,9.86,0
INT-002867,CMP-097,C01307,1,20241122,mobile,6,1,1,209.33,14.79,1
INT-002868,CMP-097,C01072,1,20241122,tablet,6,3,2,460.08,14.79,1
INT-002869,CMP-097,C01806,1,20241122,mobile,2,0,0,0.0,4.93,0
INT-002870,CMP-097,C01570,1,20241123,desktop,5,0,0,0.0,12.33,0
INT-002871,CMP-097,C00188,1,20241123,mobile,4,0,0,0.0,9.86,0
INT-002872,CMP-097,C01467,1,20241124,desktop,4,0,0,0.0,9.86,0
INT-002873,CMP-097,C00556,1,20241126,desktop,5,1,1,180.11,12.33,1
INT-002874,CMP-097,C00949,1,20241126,mobile,5,2,0,0.0,12.33,0
INT-002875,CMP-097,C00097,1,20241127,desktop,5,0,0,0.0,12.33,0
INT-002876,CMP-097,C00094,1,20241129,mobile,7,0,0,0.0,17.26,0
INT-002877,CMP-097,C01898,1,20241130,mobile,2,0,0,0.0,4.93,0
INT-002878,CMP-014,C01406,3,20241023,mobile,12,2,1,150.43,12.67,1
INT-002879,CMP-014,C02183,3,20241023,mobile,13,1,0,0.0,13.72,0
INT-002880,CMP-014,C00043,3,20241023,mobile,15,1,0,0.0,15.83,0
INT-002881,CMP-014,C01476,3,20241023,mobile,12,0,0,0.0,12.67,0
INT-002882,CMP-014,C00071,3,20241023,desktop,16,0,0,0.0,16.89,0
INT-002883,CMP-014,C00212,3,20241023,desktop,15,0,0,0.0,15.83,0
INT-002884,CMP-014,C00211,3,20241023,mobile,12,0,0,0.0,12.67,0
INT-002885,CMP-014,C01608,3,20241024,mobile,14,1,0,0.0,14.78,0
INT-002886,CMP-014,C01454,3,20241024,desktop,20,0,0,0.0,21.11,0
INT-002887,CMP-014,C00610,3,20241024,mobile,23,0,0,0.0,24.28,0
INT-002888,CMP-014,C01117,3,20241024,desktop,17,1,0,0.0,17.95,0
INT-002889,CMP-014,C00130,3,20241024,mobile,19,2,0,0.0,20.06,0
INT-002890,CMP-014,C01023,3,20241024,tablet,16,1,0,0.0,16.89,0
INT-002891,CMP-014,C00121,3,20241024,desktop,12,0,0,0.0,12.67,0
INT-002892,CMP-014,C00223,3,20241024,mobile,15,0,0,0.0,15.83,0
INT-002893,CMP-014,C00226,3,20241025,mobile,12,0,0,0.0,12.67,0
INT-002894,CMP-014,C01997,3,20241025,desktop,10,1,0,0.0,10.56,0
INT-002895,CMP-014,C01570,3,20241025,desktop,12,0,0,0.0,12.67,0
INT-002896,CMP-014,C02118,3,20241026,tablet,13,0,0,0.0,13.72,0
INT-002897,CMP-014,C00633,3,20241027,mobile,16,1,1,131.53,16.89,1
INT-002898,CMP-014,C00400,3,20241027,mobile,16,0,0,0.0,16.89,0
INT-002899,CMP-014,C02145,3,20241027,mobile,11,0,0,0.0,11.61,0
INT-002900,CMP-014,C01423,3,20241028,desktop,12,0,0,0.0,12.67,0
INT-002901,CMP-014,C00543,3,20241028,desktop,13,0,0,0.0,13.72,0
INT-002902,CMP-014,C00898,3,20241028,tablet,19,1,0,0.0,20.06,0
INT-002903,CMP-014,C01298,3,20241028,mobile,16,0,0,0.0,16.89,0
INT-002904,CMP-014,C01770,3,20241028,mobile,18,0,0,0.0,19.0,0
INT-002905,CMP-014,C01221,3,20241028,mobile,10,1,0,0.0,10.56,0
INT-002906,CMP-014,C01694,3,20241029,desktop,12,0,0,0.0,12.67,0
INT-002907,CMP-014,C02001,3,20241029,mobile,12,0,0,0.0,12.67,0
INT-002908,CMP-014,C02021,3,20241029,mobile,14,0,0,0.0,14.78,0
INT-002909,CMP-014,C01367,3,20241030,desktop,15,2,1,105.31,15.83,1
INT-002910,CMP-014,C01890,3,20241031,mobile,10,2,2,371.35,10.56,1
INT-002911,CMP-014,C00664,3,20241031,desktop,13,0,0,0.0,13.72,0
INT-002912,CMP-014,C01670,3,20241031,mobile,13,0,0,0.0,13.72,0
INT-002913,CMP-014,C01826,3,20241031,mobile,12,0,0,0.0,12.67,0
INT-002914,CMP-014,C01153,3,20241031,mobile,11,0,0,0.0,11.61,0
INT-002915,CMP-087,C01635,3,20241110,mobile,10,0,0,0.0,8.68,0
INT-002916,CMP-087,C01212,3,20241110,mobile,8,0,0,0.0,6.94,0
INT-002917,CMP-087,C01542,3,20241110,desktop,13,0,0,0.0,11.28,0
INT-002918,CMP-087,C01911,3,20241111,mobile,5,1,1,176.24,4.34,1
INT-002919,CMP-087,C01139,3,20241113,mobile,6,0,0,0.0,5.21,0
INT-002920,CMP-087,C02045,3,20241113,mobile,6,0,0,0.0,5.21,0
INT-002921,CMP-087,C01376,3,20241114,mobile,5,0,0,0.0,4.34,0
INT-002922,CMP-087,C01529,3,20241114,mobile,4,0,0,0.0,3.47,0
INT-002923,CMP-087,C01830,3,20241115,desktop,6,0,0,0.0,5.21,0
INT-002924,CMP-087,C02184,3,20241115,mobile,7,2,0,0.0,6.08,0
INT-002925,CMP-087,C01023,3,20241115,tablet,7,1,0,0.0,6.08,0
INT-002926,CMP-087,C00539,3,20241116,mobile,9,1,0,0.0,7.81,0
INT-002927,CMP-087,C02033,3,20241116,desktop,6,0,0,0.0,5.21,0
INT-002928,CMP-087,C00807,3,20241117,desktop,5,0,0,0.0,4.34,0
INT-002929,CMP-087,C01919,3,20241117,desktop,8,0,0,0.0,6.94,0
INT-002930,CMP-087,C01262,3,20241117,mobile,9,1,0,0.0,7.81,0
INT-002931,CMP-087,C01892,3,20241118,mobile,7,2,1,110.19,6.08,1
INT-002932,CMP-087,C00160,3,20241119,desktop,7,1,0,0.0,6.08,0
INT-002933,CMP-087,C00044,3,20241119,desktop,6,0,0,0.0,5.21,0
INT-002934,CMP-087,C01111,3,20241120,desktop,8,1,0,0.0,6.94,0
INT-002935,CMP-087,C00995,3,20241122,desktop,8,0,0,0.0,6.94,0
INT-002936,CMP-087,C00773,3,20241122,mobile,4,1,1,186.94,3.47,1
INT-002937,CMP-087,C01691,3,20241122,mobile,7,0,0,0.0,6.08,0
INT-002938,CMP-087,C01950,3,20241123,mobile,5,1,0,0.0,4.34,0
INT-002939,CMP-087,C00043,3,20241123,desktop,4,2,1,146.2,3.47,1
INT-002940,CMP-087,C00060,3,20241124,mobile,6,2,0,0.0,5.21,0
INT-002941,CMP-087,C00433,3,20241125,desktop,5,0,0,0.0,4.34,0
INT-002942,CMP-087,C02175,3,20241126,desktop,9,0,0,0.0,7.81,0
INT-002943,CMP-087,C00427,3,20241126,mobile,7,1,0,0.0,6.08,0
INT-002944,CMP-087,C01747,3,20241127,mobile,5,0,0,0.0,4.34,0
INT-002945,CMP-087,C01557,3,20241128,mobile,6,0,0,0.0,5.21,0
INT-002946,CMP-087,C01710,3,20241128,mobile,6,1,0,0.0,5.21,0
INT-002947,CMP-087,C01420,3,20241128,tablet,3,1,0,0.0,2.6,0
INT-002948,CMP-087,C00124,3,20241129,tablet,6,0,0,0.0,5.21,0
INT-002949,CMP-087,C00479,3,20241130,desktop,8,0,0,0.0,6.94,0
INT-002950,CMP-087,C00500,3,20241130,mobile,7,0,0,0.0,6.08,0
INT-002951,CMP-087,C01358,3,20241201,mobile,14,0,0,0.0,12.15,0
INT-002952,CMP-087,C01195,3,20241201,mobile,8,2,0,0.0,6.94,0
INT-002953,CMP-087,C00984,3,20241201,mobile,9,1,1,115.98,7.81,1
INT-002954,CMP-087,C00920,3,20241202,tablet,7,1,0,0.0,6.08,0
INT-002955,CMP-087,C00219,3,20241202,desktop,12,0,0,0.0,10.42,0
INT-002956,CMP-058,C01842,5,20241111,tablet,13,0,1,429.28,20.55,1
INT-002957,CMP-058,C01187,5,20241113,mobile,14,0,0,0.0,22.13,0
INT-002958,CMP-058,C01692,5,20241114,tablet,14,0,0,0.0,22.13,0
INT-002959,CMP-058,C01852,5,20241114,desktop,9,0,1,273.18,14.23,1
INT-002960,CMP-058,C01629,5,20241116,tablet,19,0,0,0.0,30.04,0
INT-002961,CMP-058,C00446,5,20241116,mobile,16,0,0,0.0,25.3,0
INT-002962,CMP-058,C00998,5,20241118,mobile,6,0,0,0.0,9.49,0
INT-002963,CMP-058,C01344,5,20241119,desktop,12,0,0,0.0,18.97,0
INT-002964,CMP-058,C00885,5,20241119,mobile,9,0,1,256.7,14.23,1
INT-002965,CMP-058,C02045,5,20241121,desktop,19,1,1,317.61,30.04,1
INT-002966,CMP-058,C00031,5,20241121,desktop,17,0,0,0.0,26.88,0
INT-002967,CMP-058,C01494,5,20241122,mobile,13,0,0,0.0,20.55,0
INT-002968,CMP-058,C01956,5,20241123,mobile,7,1,2,471.6,11.07,1
INT-002969,CMP-058,C01181,5,20241124,mobile,16,0,0,0.0,25.3,0
INT-002970,CMP-058,C00584,5,20241124,mobile,15,0,0,0.0,23.71,0
INT-002971,CMP-058,C01603,5,20241125,desktop,23,0,1,239.5,36.36,1
INT-002972,CMP-058,C01936,5,20241128,tablet,8,0,0,0.0,12.65,0
INT-002973,CMP-058,C01273,5,20241129,desktop,12,0,0,0.0,18.97,0
INT-002974,CMP-058,C00225,5,20241130,mobile,20,0,0,0.0,31.62,0
INT-002975,CMP-058,C01092,5,20241201,mobile,18,0,0,0.0,28.46,0
INT-002976,CMP-058,C00812,5,20241204,desktop,12,0,0,0.0,18.97,0
INT-002977,CMP-058,C00549,5,20241204,desktop,14,1,1,207.81,22.13,1
INT-002978,CMP-058,C02030,5,20241205,desktop,12,0,1,346.68,18.97,1
INT-002979,CMP-058,C02065,5,20241207,desktop,16,0,0,0.0,25.3,0
INT-002980,CMP-058,C02079,5,20241207,mobile,11,0,0,0.0,17.39,0
INT-002981,CMP-058,C00166,5,20241209,mobile,10,0,0,0.0,15.81,0
INT-002982,CMP-058,C00348,5,20241211,mobile,9,0,0,0.0,14.23,0
INT-002983,CMP-058,C00388,5,20241211,desktop,16,0,2,682.07,25.3,1
INT-002984,CMP-058,C01217,5,20241212,mobile,13,0,0,0.0,20.55,0
INT-002985,CMP-058,C02174,5,20241214,desktop,15,0,0,0.0,23.71,0
INT-002986,CMP-058,C01289,5,20241215,mobile,11,0,0,0.0,17.39,0
INT-002987,CMP-058,C02064,5,20241216,desktop,17,0,2,704.56,26.88,1
INT-002988,CMP-058,C00898,5,20241217,mobile,18,0,1,176.1,28.46,1
INT-002989,CMP-058,C01640,5,20241218,tablet,17,0,0,0.0,26.88,0
INT-002990,CMP-058,C01958,5,20241218,desktop,10,0,0,0.0,15.81,0
INT-002991,CMP-058,C00074,5,20241220,mobile,11,0,0,0.0,17.39,0
INT-002992,CMP-058,C00261,5,20241221,mobile,16,0,0,0.0,25.3,0
INT-002993,CMP-058,C00961,5,20241223,desktop,17,0,1,318.26,26.88,1
INT-002994,CMP-108,C00604,5,20241115,desktop,9,0,0,0.0,10.85,0
INT-002995,CMP-108,C02050,5,20241116,mobile,4,0,0,0.0,4.82,0
INT-002996,CMP-108,C01699,5,20241117,mobile,11,0,0,0.0,13.27,0
INT-002997,CMP-108,C00833,5,20241118,mobile,10,1,1,256.17,12.06,1
INT-002998,CMP-108,C00426,5,20241118,mobile,10,0,0,0.0,12.06,0
INT-002999,CMP-108,C01182,5,20241119,desktop,8,0,0,0.0,9.65,0
INT-003000,CMP-108,C01730,5,20241123,mobile,8,0,0,0.0,9.65,0
INT-003001,CMP-108,C00830,5,20241125,desktop,13,0,0,0.0,15.68,0
INT-003002,CMP-108,C00021,5,20241126,mobile,2,0,0,0.0,2.41,0
INT-003003,CMP-108,C01887,5,20241126,mobile,10,0,0,0.0,12.06,0
INT-003004,CMP-108,C01487,5,20241127,desktop,7,0,0,0.0,8.44,0
INT-003005,CMP-108,C01918,5,20241128,mobile,5,0,0,0.0,6.03,0
INT-003006,CMP-108,C02198,5,20241128,desktop,6,0,0,0.0,7.24,0
INT-003007,CMP-108,C01538,5,20241130,mobile,3,0,0,0.0,3.62,0
INT-003008,CMP-108,C00356,5,20241201,mobile,10,0,0,0.0,12.06,0
INT-003009,CMP-108,C02028,5,20241201,desktop,14,1,2,565.12,16.88,1
INT-003010,CMP-108,C01711,5,20241201,mobile,10,0,0,0.0,12.06,0
INT-003011,CMP-108,C01194,5,20241203,desktop,8,0,0,0.0,9.65,0
INT-003012,CMP-108,C01428,5,20241203,mobile,8,0,0,0.0,9.65,0
INT-003013,CMP-108,C01869,5,20241205,mobile,7,0,0,0.0,8.44,0
INT-003014,CMP-108,C01795,5,20241205,desktop,9,0,0,0.0,10.85,0
INT-003015,CMP-108,C01215,5,20241207,desktop,10,0,1,602.59,12.06,1
INT-003016,CMP-108,C00064,5,20241207,desktop,14,0,0,0.0,16.88,0
INT-003017,CMP-108,C02143,5,20241207,mobile,3,0,0,0.0,3.62,0
INT-003018,CMP-056,C00698,1,20241119,mobile,4,1,0,0.0,9.44,0
INT-003019,CMP-056,C00079,1,20241122,desktop,7,1,1,232.67,16.52,1
INT-003020,CMP-056,C01695,1,20241123,desktop,7,0,0,0.0,16.52,0
INT-003021,CMP-056,C00520,1,20241124,mobile,7,0,0,0.0,16.52,0
INT-003022,CMP-056,C01963,1,20241124,desktop,9,0,0,0.0,21.24,0
INT-003023,CMP-056,C00025,1,20241125,desktop,5,1,1,341.21,11.8,1
INT-003024,CMP-056,C01221,1,20241125,mobile,1,0,0,0.0,2.36,0
INT-003025,CMP-056,C00222,1,20241125,mobile,7,0,0,0.0,16.52,0
INT-003026,CMP-056,C00821,1,20241126,mobile,1,1,1,155.97,2.36,1
INT-003027,CMP-056,C01746,1,20241126,mobile,6,2,0,0.0,14.16,0
INT-003028,CMP-056,C01852,1,20241128,mobile,3,0,0,0.0,7.08,0
INT-003029,CMP-056,C00733,1,20241201,tablet,5,0,0,0.0,11.8,0
INT-003030,CMP-056,C01816,1,20241202,mobile,2,0,0,0.0,4.72,0
INT-003031,CMP-056,C01247,1,20241202,desktop,7,3,2,854.43,16.52,1
INT-003032,CMP-056,C00277,1,20241202,desktop,1,0,0,0.0,2.36,0
INT-003033,CMP-056,C01492,1,20241203,mobile,3,1,0,0.0,7.08,0
INT-003034,CMP-056,C02100,1,20241203,desktop,5,1,0,0.0,11.8,0
INT-003035,CMP-056,C01216,1,20241204,mobile,7,1,1,209.72,16.52,1
INT-003036,CMP-056,C02083,1,20241204,desktop,4,0,0,0.0,9.44,0
INT-003037,CMP-056,C00650,1,20241206,tablet,4,1,1,173.72,9.44,1
INT-003038,CMP-056,C01049,1,20241206,mobile,1,0,0,0.0,2.36,0
INT-003039,CMP-056,C00560,1,20241207,desktop,3,1,0,0.0,7.08,0
INT-003040,CMP-056,C01641,1,20241208,mobile,2,0,0,0.0,4.72,0
INT-003041,CMP-056,C00976,1,20241208,mobile,5,2,2,533.63,11.8,1
INT-003042,CMP-056,C00454,1,20241208,mobile,2,0,0,0.0,4.72,0
INT-003043,CMP-056,C02117,1,20241210,tablet,2,1,1,174.36,4.72,1
INT-003044,CMP-056,C01945,1,20241211,mobile,9,1,0,0.0,21.24,0
INT-003045,CMP-056,C00178,1,20241211,tablet,5,0,0,0.0,11.8,0
INT-003046,CMP-056,C01255,1,20241211,mobile,4,1,1,207.12,9.44,1
INT-003047,CMP-056,C02047,1,20241212,mobile,5,0,0,0.0,11.8,0
INT-003048,CMP-056,C01525,1,20241214,mobile,2,0,0,0.0,4.72,0
INT-003049,CMP-056,C00543,1,20241215,desktop,5,0,0,0.0,11.8,0
INT-003050,CMP-056,C01856,1,20241215,tablet,2,1,0,0.0,4.72,0
INT-003051,CMP-056,C00090,1,20241217,mobile,5,0,0,0.0,11.8,0
INT-003052,CMP-056,C01619,1,20241218,mobile,7,0,0,0.0,16.52,0
INT-003053,CMP-056,C02019,1,20241219,desktop,3,1,1,409.03,7.08,1
INT-003054,CMP-056,C01190,1,20241219,mobile,3,0,0,0.0,7.08,0
INT-003055,CMP-056,C00702,1,20241220,mobile,7,0,0,0.0,16.52,0
INT-003056,CMP-056,C00428,1,20241222,tablet,3,0,0,0.0,7.08,0
INT-003057,CMP-056,C01209,1,20241223,desktop,3,0,0,0.0,7.08,0
INT-003058,CMP-056,C00788,1,20241226,mobile,5,0,0,0.0,11.8,0
INT-003059,CMP-055,C00915,2,20241130,mobile,4,0,0,0.0,2.67,0
INT-003060,CMP-055,C01847,2,20241201,mobile,2,0,0,0.0,1.33,0
INT-003061,CMP-055,C01592,2,20241202,mobile,4,0,0,0.0,2.67,0
INT-003062,CMP-055,C00819,2,20241202,tablet,3,0,0,0.0,2.0,0
INT-003063,CMP-055,C02027,2,20241204,desktop,3,1,1,111.28,2.0,1
INT-003064,CMP-055,C01085,2,20241205,desktop,1,0,0,0.0,0.67,0
INT-003065,CMP-055,C00193,2,20241211,desktop,2,1,0,0.0,1.33,0
INT-003066,CMP-055,C01500,2,20241212,mobile,3,1,0,0.0,2.0,0
INT-003067,CMP-055,C01234,2,20241213,desktop,2,0,0,0.0,1.33,0
INT-003068,CMP-055,C01634,2,20241215,mobile,2,0,0,0.0,1.33,0
INT-003069,CMP-055,C01509,2,20241216,mobile,3,0,0,0.0,2.0,0
INT-003070,CMP-055,C00981,2,20241224,mobile,6,1,0,0.0,4.0,0
INT-003071,CMP-055,C00290,2,20241224,mobile,2,0,0,0.0,1.33,0
INT-003072,CMP-055,C01062,2,20241226,desktop,1,0,0,0.0,0.67,0
INT-003073,CMP-055,C01028,2,20241227,tablet,2,1,1,223.84,1.33,1
INT-003074,CMP-055,C00611,2,20241228,desktop,1,0,0,0.0,0.67,0
INT-003075,CMP-055,C00664,2,20250101,desktop,2,0,0,0.0,1.33,0
INT-003076,CMP-055,C01545,2,20250101,desktop,2,0,0,0.0,1.33,0
INT-003077,CMP-049,C00096,2,20241206,mobile,4,0,0,0.0,3.77,0
INT-003078,CMP-049,C00922,2,20241207,tablet,5,2,0,0.0,4.72,0
INT-003079,CMP-049,C00499,2,20241207,desktop,3,1,0,0.0,2.83,0
INT-003080,CMP-049,C02139,2,20241207,mobile,5,0,0,0.0,4.72,0
INT-003081,CMP-049,C01273,2,20241207,desktop,5,0,0,0.0,4.72,0
INT-003082,CMP-049,C00770,2,20241208,mobile,3,1,0,0.0,2.83,0
INT-003083,CMP-049,C02151,2,20241211,mobile,7,0,0,0.0,6.6,0
INT-003084,CMP-049,C00019,2,20241212,mobile,10,2,1,131.16,9.43,1
INT-003085,CMP-049,C01145,2,20241214,desktop,3,0,0,0.0,2.83,0
INT-003086,CMP-049,C00081,2,20241214,desktop,9,0,0,0.0,8.49,0
INT-003087,CMP-049,C00111,2,20241215,mobile,2,0,0,0.0,1.89,0
INT-003088,CMP-049,C00342,2,20241215,desktop,5,0,0,0.0,4.72,0
INT-003089,CMP-049,C01043,2,20241215,mobile,5,0,0,0.0,4.72,0
INT-003090,CMP-049,C00800,2,20241216,mobile,8,1,0,0.0,7.55,0
INT-003091,CMP-049,C01261,2,20241216,tablet,2,0,0,0.0,1.89,0
INT-003092,CMP-049,C00834,2,20241217,desktop,3,1,0,0.0,2.83,0
INT-003093,CMP-049,C01374,2,20241217,mobile,2,0,0,0.0,1.89,0
INT-003094,CMP-049,C01932,2,20241217,mobile,5,0,0,0.0,4.72,0
INT-003095,CMP-049,C01861,2,20241217,mobile,6,0,0,0.0,5.66,0
INT-003096,CMP-049,C02128,2,20241218,mobile,8,1,0,0.0,7.55,0
INT-003097,CMP-049,C00526,2,20241218,mobile,9,1,0,0.0,8.49,0
INT-003098,CMP-049,C00868,2,20241218,desktop,3,0,0,0.0,2.83,0
INT-003099,CMP-049,C00394,2,20241220,mobile,3,0,0,0.0,2.83,0
INT-003100,CMP-049,C01006,2,20241223,desktop,5,1,1,278.39,4.72,1
INT-003101,CMP-049,C00598,2,20241225,mobile,3,0,0,0.0,2.83,0
INT-003102,CMP-049,C00410,2,20241227,mobile,3,0,0,0.0,2.83,0
INT-003103,CMP-049,C00755,2,20241227,mobile,4,0,0,0.0,3.77,0
INT-003104,CMP-049,C01067,2,20241227,mobile,4,0,0,0.0,3.77,0
INT-003105,CMP-049,C01537,2,20241227,mobile,6,1,0,0.0,5.66,0
INT-003106,CMP-049,C01026,2,20241228,mobile,2,0,0,0.0,1.89,0
INT-003107,CMP-049,C00121,2,20241229,mobile,1,0,0,0.0,0.94,0
INT-003108,CMP-049,C01801,2,20241229,tablet,2,0,0,0.0,1.89,0
INT-003109,CMP-049,C00041,2,20241229,mobile,4,0,0,0.0,3.77,0
INT-003110,CMP-049,C00538,2,20241229,mobile,6,0,0,0.0,5.66,0
INT-003111,CMP-049,C01147,2,20241229,mobile,4,0,0,0.0,3.77,0
INT-003112,CMP-030,C00937,5,20241212,mobile,17,0,0,0.0,27.99,0
INT-003113,CMP-030,C01961,5,20241212,mobile,23,0,0,0.0,37.87,0
INT-003114,CMP-030,C01872,5,20241212,mobile,24,0,1,358.72,39.51,1
INT-003115,CMP-030,C02183,5,20241212,mobile,18,0,0,0.0,29.64,0
INT-003116,CMP-030,C00093,5,20241213,mobile,13,0,1,409.82,21.4,1
INT-003117,CMP-030,C01746,5,20241214,mobile,12,0,0,0.0,19.76,0
INT-003118,CMP-030,C00025,5,20241214,desktop,25,0,1,482.69,41.16,1
INT-003119,CMP-030,C01740,5,20241217,mobile,18,0,0,0.0,29.64,0
INT-003120,CMP-030,C01476,5,20241217,mobile,22,0,1,590.99,36.22,1
INT-003121,CMP-030,C00095,5,20241218,mobile,16,0,0,0.0,26.34,0
INT-003122,CMP-030,C00736,5,20241218,desktop,14,0,0,0.0,23.05,0
INT-003123,CMP-030,C02061,5,20241218,desktop,13,0,0,0.0,21.4,0
INT-003124,CMP-030,C01558,5,20241220,mobile,20,0,0,0.0,32.93,0
INT-003125,CMP-030,C00602,5,20241221,mobile,18,0,0,0.0,29.64,0
INT-003126,CMP-030,C00220,5,20241223,mobile,15,0,0,0.0,24.7,0
INT-003127,CMP-030,C00102,5,20241223,desktop,15,1,0,0.0,24.7,0
INT-003128,CMP-030,C02102,5,20241224,mobile,20,0,0,0.0,32.93,0
INT-003129,CMP-030,C00496,5,20241224,desktop,19,0,1,285.73,31.28,1
INT-003130,CMP-030,C01066,5,20241225,mobile,10,0,0,0.0,16.46,0
INT-003131,CMP-030,C01396,5,20241226,mobile,17,0,0,0.0,27.99,0
INT-003132,CMP-030,C00136,5,20241226,mobile,25,1,0,0.0,41.16,0
INT-003133,CMP-030,C00158,5,20241226,tablet,15,0,0,0.0,24.7,0
INT-003134,CMP-030,C00200,5,20241226,tablet,26,0,1,182.9,42.81,1
INT-003135,CMP-030,C00033,5,20241228,desktop,19,0,0,0.0,31.28,0
INT-003136,CMP-030,C01931,5,20241230,mobile,15,1,0,0.0,24.7,0
INT-003137,CMP-030,C01883,5,20241230,mobile,16,0,2,744.4,26.34,1
INT-003138,CMP-030,C01202,5,20241230,desktop,18,0,1,356.31,29.64,1
INT-003139,CMP-030,C00899,5,20241231,mobile,14,0,0,0.0,23.05,0
INT-003140,CMP-030,C01524,5,20241231,mobile,18,0,0,0.0,29.64,0
INT-003141,CMP-030,C02154,5,20250101,mobile,16,0,0,0.0,26.34,0
INT-003142,CMP-030,C00614,5,20250101,mobile,27,0,0,0.0,44.45,0
INT-003143,CMP-030,C01669,5,20250101,mobile,25,0,0,0.0,41.16,0
INT-003144,CMP-030,C00318,5,20250102,mobile,17,0,0,0.0,27.99,0
INT-003145,CMP-030,C00001,5,20250102,mobile,18,0,0,0.0,29.64,0
INT-003146,CMP-030,C00168,5,20250102,mobile,19,0,0,0.0,31.28,0
INT-003147,CMP-030,C00722,5,20250103,desktop,26,1,1,396.44,42.81,1
INT-003148,CMP-030,C00267,5,20250103,mobile,15,0,0,0.0,24.7,0
INT-003149,CMP-030,C00730,5,20250104,mobile,13,0,0,0.0,21.4,0
INT-003150,CMP-030,C00840,5,20250104,mobile,17,1,0,0.0,27.99,0
INT-003151,CMP-030,C01449,5,20250106,mobile,15,0,1,241.09,24.7,1
INT-003152,CMP-030,C00587,5,20250106,mobile,17,0,0,0.0,27.99,0
INT-003153,CMP-030,C00164,5,20250106,mobile,15,0,1,189.18,24.7,1
INT-003154,CMP-030,C01842,5,20250107,tablet,18,0,0,0.0,29.64,0
INT-003155,CMP-030,C00646,5,20250108,mobile,16,0,0,0.0,26.34,0
INT-003156,CMP-030,C01323,5,20250109,mobile,13,0,0,0.0,21.4,0
INT-003157,CMP-030,C00259,5,20250109,tablet,9,1,0,0.0,14.82,0
INT-003158,CMP-030,C01984,5,20250109,desktop,20,0,0,0.0,32.93,0
INT-003159,CMP-030,C01158,5,20250110,mobile,17,0,0,0.0,27.99,0
INT-003160,CMP-030,C00170,5,20250111,mobile,16,0,0,0.0,26.34,0
INT-003161,CMP-030,C01637,5,20250111,mobile,12,0,0,0.0,19.76,0
INT-003162,CMP-030,C00188,5,20250113,desktop,15,0,0,0.0,24.7,0
INT-003163,CMP-030,C00888,5,20250115,desktop,14,0,1,262.27,23.05,1
INT-003164,CMP-008,C01947,1,20241213,desktop,5,1,1,204.55,9.91,1
INT-003165,CMP-008,C01062,1,20241213,mobile,3,1,0,0.0,5.95,0
INT-003166,CMP-008,C01393,1,20241213,tablet,3,0,0,0.0,5.95,0
INT-003167,CMP-008,C01824,1,20241213,mobile,3,1,0,0.0,5.95,0
INT-003168,CMP-008,C02075,1,20241214,mobile,6,1,0,0.0,11.9,0
INT-003169,CMP-008,C00659,1,20241214,mobile,3,0,0,0.0,5.95,0
INT-003170,CMP-008,C01401,1,20241214,desktop,2,1,1,142.0,3.97,1
INT-003171,CMP-008,C00428,1,20241215,tablet,2,0,0,0.0,3.97,0
INT-003172,CMP-008,C01459,1,20241215,desktop,3,1,0,0.0,5.95,0
