customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d
C00886,41,Loyal,Eastern Slovakia,tablet,50,0,1,2,2
C00887,53,Loyal,Central Slovakia,mobile,6,0,1,3,2
C00888,33,New,Central Slovakia,desktop,6,0,0,3,5
C00889,18,Loyal,Eastern Slovakia,mobile,16,0,0,3,6
C00890,18,Regular,Bratislava,mobile,12,0,0,7,8
C00891,28,Regular,Western Slovakia,tablet,38,0,1,0,7
C00892,31,New,Bratislava,mobile,28,0,0,1,1
C00893,33,At-Risk,Eastern Slovakia,desktop,55,0,1,2,1
C00894,38,New,Central Slovakia,tablet,8,0,0,1,3
C00895,34,Loyal,Bratislava,mobile,52,1,1,3,6
C00896,51,Regular,Bratislava,mobile,67,0,0,4,8
C00897,30,Loyal,Eastern Slovakia,mobile,10,0,0,6,6
C00898,28,Loyal,Eastern Slovakia,mobile,47,0,1,4,6
C00899,44,Loyal,Central Slovakia,mobile,37,1,0,0,3
C00900,20,New,Bratislava,mobile,7,1,1,0,1
C00901,43,New,Czech Republic,desktop,21,0,1,2,13
C00902,39,Regular,Eastern Slovakia,desktop,56,0,1,0,10
C00903,36,Regular,Central Slovakia,mobile,62,0,1,1,8
C00904,57,New,Central Slovakia,mobile,27,0,0,0,1
C00905,31,New,Czech Republic,desktop,8,0,1,4,3
C00906,63,Regular,Czech Republic,desktop,18,0,0,0,4
C00907,35,New,Central Slovakia,mobile,60,0,0,0,1
C00908,23,New,Western Slovakia,mobile,41,0,1,4,4
C00909,39,At-Risk,Western Slovakia,desktop,31,0,1,0,1
C00910,25,Regular,Eastern Slovakia,desktop,1,0,0,0,0
C00911,29,At-Risk,Central Slovakia,desktop,56,0,1,1,6
C00912,43,At-Risk,Bratislava,mobile,34,0,0,0,2
C00913,45,New,Bratislava,mobile,39,0,0,0,0
C00914,31,Loyal,Czech Republic,mobile,60,1,0,3,11
C00915,50,Regular,Eastern Slovakia,mobile,40,0,1,1,2
C00916,52,Loyal,Czech Republic,desktop,66,0,1,7,18
C00917,55,New,Western Slovakia,mobile,40,0,0,1,2
C00918,44,New,Eastern Slovakia,desktop,25,1,0,1,7
C00919,54,New,Eastern Slovakia,desktop,66,0,0,1,4
C00920,18,Regular,Western Slovakia,tablet,46,1,0,2,6
C00921,34,At-Risk,Bratislava,desktop,54,0,1,2,1
C00922,28,Regular,Czech Republic,tablet,17,1,0,5,18
C00923,39,Loyal,Bratislava,mobile,48,1,1,4,11
C00924,31,At-Risk,Central Slovakia,mobile,40,0,1,0,1
C00925,36,Regular,Central Slovakia,mobile,8,0,0,1,1
C00926,61,New,Central Slovakia,tablet,19,0,1,0,3
C00927,36,Loyal,Bratislava,desktop,65,0,1,3,2
C00928,43,Regular,Eastern Slovakia,mobile,41,0,1,2,5
C00929,35,New,Bratislava,mobile,55,1,0,2,2
C00930,39,Regular,Eastern Slovakia,mobile,13,1,1,9,4
C00931,38,At-Risk,Bratislava,mobile,16,0,0,1,3
C00932,43,New,Central Slovakia,desktop,67,0,0,0,3
C00933,52,Regular,Eastern Slovakia,mobile,30,0,1,1,3
C00934,58,New,Bratislava,desktop,63,0,0,2,1
C00935,42,New,Bratislava,mobile,58,0,1,1,17
C00936,45,New,Eastern Slovakia,mobile,24,0,1,3,6
C00937,24,Loyal,Bratislava,mobile,68,1,0,3,19
C00938,37,Loyal,Bratislava,tablet,56,1,0,2,4
C00939,49,New,Western Slovakia,desktop,10,0,1,0,4
C00940,48,New,Czech Republic,mobile,7,1,0,4,13
C00941,41,New,Central Slovakia,mobile,9,0,1,1,3
C00942,49,New,Western Slovakia,desktop,53,0,0,0,5
C00943,44,Regular,Czech Republic,desktop,11,1,1,2,9
C00944,52,Loyal,Western Slovakia,desktop,21,0,1,3,7
C00945,41,Regular,Western Slovakia,desktop,31,0,0,1,4
C00946,34,Regular,Western Slovakia,desktop,10,0,0,1,4
C00947,42,Regular,Western Slovakia,mobile,24,1,1,2,4
C00948,18,New,Western Slovakia,desktop,49,0,0,0,7
C00949,43,New,Central Slovakia,mobile,70,1,0,2,1
C00950,18,At-Risk,Bratislava,desktop,34,1,1,1,5
C00951,18,Loyal,Central Slovakia,tablet,54,1,0,4,16
C00952,43,At-Risk,Bratislava,tablet,38,0,1,0,1
C00953,44,At-Risk,Western Slovakia,mobile,34,0,1,1,1
C00954,24,Regular,Bratislava,mobile,37,1,0,1,15
C00955,29,At-Risk,Central Slovakia,desktop,69,0,1,0,6
C00956,54,Regular,Eastern Slovakia,tablet,5,1,1,0,5
C00957,32,New,Western Slovakia,desktop,37,0,0,2,4
C00958,65,New,Bratislava,mobile,4,1,0,1,1
C00959,38,New,Bratislava,mobile,63,0,1,2,4
C00960,43,New,Eastern Slovakia,desktop,43,1,1,3,5
C00961,57,Regular,Bratislava,desktop,4,0,0,1,3
C00962,40,Loyal,Eastern Slovakia,desktop,45,0,0,8,8
C00963,26,Loyal,Western Slovakia,desktop,31,0,1,4,4
C00964,37,Regular,Bratislava,mobile,4,1,1,5,2
C00965,38,New,Eastern Slovakia,mobile,70,0,1,0,7
C00966,22,Loyal,Western Slovakia,desktop,27,0,1,1,3
C00967,35,Regular,Bratislava,mobile,2,0,1,1,3
C00968,29,New,Czech Republic,desktop,44,0,0,0,0
C00969,49,New,Bratislava,desktop,27,0,0,1,4
C00970,38,Regular,Western Slovakia,desktop,47,0,0,4,4
C00971,35,New,Western Slovakia,mobile,12,0,0,0,0
C00972,37,Loyal,Western Slovakia,desktop,59,1,1,5,10
C00973,41,Loyal,Eastern Slovakia,mobile,30,1,1,2,15
C00974,45,Loyal,Bratislava,mobile,30,0,1,1,3
C00975,26,New,Czech Republic,mobile,58,0,1,1,4
C00976,26,Loyal,Central Slovakia,mobile,39,0,0,0,7
C00977,51,Regular,Czech Republic,tablet,1,1,1,1,7
C00978,33,New,Eastern Slovakia,desktop,42,0,0,0,1
C00979,21,Regular,Czech Republic,mobile,46,0,1,1,3
C00980,43,Regular,Central Slovakia,desktop,23,0,0,0,5
C00981,44,Regular,Western Slovakia,mobile,13,0,0,1,28
C00982,20,New,Western Slovakia,desktop,4,1,0,1,0
C00983,41,Regular,Central Slovakia,desktop,61,1,1,2,8
C00984,47,New,Western Slovakia,mobile,1,1,0,2,6
C00985,42,New,Eastern Slovakia,mobile,42,0,1,1,2
C00986,46,New,Bratislava,mobile,60,0,0,0,9
C00987,21,At-Risk,Eastern Slovakia,mobile,26,0,1,0,1
C00988,42,New,Bratislava,tablet,15,0,0,2,11
C00989,34,Regular,Czech Republic,mobile,51,0,0,0,0
C00990,32,Regular,Bratislava,mobile,45,0,0,4,5
C00991,48,At-Risk,Bratislava,mobile,2,0,0,0,2
C00992,56,Regular,Eastern Slovakia,desktop,41,1,1,2,9
C00993,60,At-Risk,Eastern Slovakia,mobile,1,0,0,4,3
C00994,54,New,Eastern Slovakia,desktop,29,0,1,0,2
C00995,37,New,Czech Republic,desktop,22,0,1,0,2
C00996,42,Regular,Bratislava,mobile,60,1,1,1,2
C00997,47,Regular,Eastern Slovakia,mobile,70,1,1,3,18
C00998,39,Loyal,Western Slovakia,mobile,50,1,1,6,9
C00999,40,Loyal,Central Slovakia,mobile,53,0,1,3,8
C01000,48,Regular,Western Slovakia,desktop,2,0,1,3,8
C01001,37,At-Risk,Bratislava,desktop,5,0,0,0,0
C01002,29,Regular,Central Slovakia,mobile,56,0,1,0,3
C01003,33,New,Eastern Slovakia,mobile,31,0,0,0,9
C01004,46,Regular,Bratislava,mobile,36,1,1,1,5
C01005,38,New,Czech Republic,mobile,50,0,1,1,7
C01006,42,Loyal,Central Slovakia,desktop,25,0,1,7,13
C01007,46,New,Bratislava,desktop,49,1,0,0,10
C01008,34,Regular,Central Slovakia,desktop,52,0,0,0,3
C01009,47,Regular,Bratislava,mobile,18,0,1,1,2
C01010,43,New,Bratislava,mobile,49,0,0,2,10
C01011,23,New,Central Slovakia,mobile,13,0,0,0,1
C01012,55,Loyal,Bratislava,tablet,23,0,0,1,13
C01013,32,New,Bratislava,desktop,56,0,1,1,11
C01014,18,Regular,Eastern Slovakia,tablet,70,1,1,3,10
C01015,25,Regular,Bratislava,mobile,5,0,1,2,6
C01016,26,New,Eastern Slovakia,mobile,47,0,0,3,7
C01017,39,New,Eastern Slovakia,desktop,41,0,1,3,7
C01018,35,Loyal,Bratislava,mobile,44,0,1,2,10
C01019,34,At-Risk,Western Slovakia,desktop,56,0,0,0,1
C01020,45,New,Bratislava,mobile,5,1,0,0,5
C01021,42,At-Risk,Central Slovakia,tablet,53,0,0,2,1
C01022,42,Regular,Bratislava,mobile,20,0,0,0,1
C01023,43,Regular,Czech Republic,tablet,11,0,1,0,10
C01024,45,Loyal,Bratislava,mobile,32,1,1,5,4
C01025,18,Loyal,Central Slovakia,mobile,2,0,1,1,13
C01026,34,Loyal,Bratislava,mobile,45,0,1,0,2
C01027,18,Regular,Bratislava,mobile,41,0,1,1,3
C01028,38,Regular,Western Slovakia,tablet,37,0,1,3,7
C01029,38,Regular,Central Slovakia,desktop,3,0,0,0,1
C01030,51,New,Czech Republic,tablet,55,0,0,3,9
C01031,52,Regular,Bratislava,tablet,3,1,1,2,1
C01032,40,New,Bratislava,desktop,19,0,1,0,0
C01033,32,New,Western Slovakia,mobile,29,1,1,2,1
C01034,44,New,Western Slovakia,desktop,50,0,1,3,0
C01035,32,New,Eastern Slovakia,mobile,29,0,0,0,3
C01036,38,Regular,Czech Republic,desktop,58,0,0,3,3
C01037,50,Regular,Eastern Slovakia,mobile,67,0,1,3,4
C01038,31,Regular,Bratislava,desktop,55,0,1,3,4
C01039,48,New,Western Slovakia,mobile,3,1,0,1,3
C01040,46,Regular,Eastern Slovakia,mobile,55,0,0,1,1
C01041,27,Regular,Western Slovakia,mobile,15,0,0,1,3
C01042,50,Loyal,Central Slovakia,mobile,64,1,1,1,5
C01043,46,Regular,Bratislava,mobile,70,1,1,5,2
C01044,39,Regular,Western Slovakia,mobile,6,0,1,5,4
C01045,29,Regular,Eastern Slovakia,mobile,8,0,0,1,8
C01046,28,At-Risk,Bratislava,desktop,50,0,1,1,3
C01047,32,Loyal,Czech Republic,mobile,11,0,0,2,7
C01048,45,Regular,Western Slovakia,desktop,69,0,1,4,8
C01049,27,Regular,Bratislava,mobile,39,1,0,3,1
C01050,43,New,Bratislava,mobile,41,0,1,0,3
C01051,23,At-Risk,Bratislava,mobile,62,0,0,4,10
C01052,36,Regular,Western Slovakia,mobile,16,0,1,1,7
C01053,39,New,Bratislava,mobile,40,0,0,1,1
C01054,67,At-Risk,Central Slovakia,desktop,71,1,1,1,1
C01055,21,Loyal,Eastern Slovakia,mobile,2,1,0,0,7
C01056,56,New,Western Slovakia,mobile,13,0,0,1,2
C01057,40,New,Bratislava,mobile,11,0,1,0,4
C01058,43,New,Western Slovakia,mobile,24,0,1,2,2
C01059,39,Regular,Eastern Slovakia,mobile,10,0,1,1,3
C01060,43,New,Central Slovakia,desktop,13,0,1,0,2
C01061,36,At-Risk,Bratislava,mobile,61,0,0,0,1
C01062,55,At-Risk,Central Slovakia,desktop,33,0,1,0,2
C01063,33,Regular,Western Slovakia,mobile,26,1,1,2,8
C01064,52,Regular,Western Slovakia,mobile,30,0,1,1,6
C01065,30,New,Bratislava,mobile,69,0,1,1,12
C01066,37,New,Czech Republic,mobile,35,0,1,1,2
C01067,25,Loyal,Bratislava,mobile,34,1,1,2,4
C01068,43,New,Bratislava,desktop,66,0,1,0,0
C01069,55,New,Bratislava,desktop,3,0,0,0,1
C01070,37,Regular,Central Slovakia,mobile,34,0,0,1,2
C01071,36,New,Western Slovakia,mobile,54,0,1,1,3
C01072,25,Regular,Bratislava,desktop,37,0,0,6,3
C01073,35,Loyal,Western Slovakia,mobile,62,1,1,5,8
C01074,19,Loyal,Central Slovakia,mobile,63,0,1,5,5
C01075,27,Regular,Bratislava,desktop,24,0,1,2,5
C01076,41,Loyal,Czech Republic,mobile,59,1,1,4,11
C01077,54,Regular,Western Slovakia,mobile,18,0,1,0,4
C01078,72,Loyal,Bratislava,mobile,18,1,1,4,14
C01079,31,Regular,Czech Republic,desktop,70,0,1,1,5
C01080,55,New,Eastern Slovakia,mobile,1,0,1,0,4
C01081,41,At-Risk,Western Slovakia,desktop,26,1,0,3,2
C01082,36,New,Eastern Slovakia,mobile,45,0,1,1,3
C01083,43,New,Western Slovakia,mobile,30,0,1,0,0
C01084,39,New,Western Slovakia,mobile,60,0,0,0,7
C01085,39,Regular,Eastern Slovakia,desktop,18,0,1,0,1
C01086,33,Regular,Eastern Slovakia,mobile,40,0,1,1,1
C01087,21,Regular,Bratislava,desktop,9,1,1,1,1
C01088,19,At-Risk,Central Slovakia,mobile,15,0,0,1,1
C01089,46,New,Western Slovakia,mobile,13,0,0,2,3
C01090,35,Regular,Bratislava,mobile,53,0,0,0,6
C01091,31,Regular,Czech Republic,mobile,15,0,0,0,3
C01092,38,Loyal,Central Slovakia,mobile,48,0,1,4,16
C01093,48,New,Central Slovakia,desktop,25,1,0,2,10
C01094,40,New,Central Slovakia,desktop,41,0,0,0,4
C01095,30,Regular,Central Slovakia,desktop,63,1,0,0,4
C01096,53,Regular,Bratislava,desktop,62,0,0,2,1
C01097,57,Loyal,Czech Republic,mobile,1,0,1,15,21
C01098,44,Regular,Central Slovakia,desktop,56,0,1,4,1
C01099,50,Loyal,Central Slovakia,mobile,68,0,1,2,4
C01100,53,Regular,Western Slovakia,desktop,48,0,1,1,3
C01101,52,New,Bratislava,desktop,14,0,0,0,1
C01102,45,New,Bratislava,mobile,48,1,0,0,5
C01103,45,New,Western Slovakia,desktop,46,1,0,0,4
C01104,44,Regular,Bratislava,desktop,48,0,0,1,3
C01105,25,Regular,Central Slovakia,mobile,31,0,0,3,7
C01106,46,Regular,Eastern Slovakia,desktop,38,0,0,0,3
C01107,22,Regular,Western Slovakia,mobile,47,0,1,1,3
C01108,28,Regular,Western Slovakia,mobile,33,1,1,3,4
C01109,54,Regular,Central Slovakia,mobile,55,1,1,2,3
C01110,48,Regular,Bratislava,mobile,51,1,1,4,0
C01111,56,Regular,Czech Republic,mobile,22,0,1,4,9
C01112,35,Regular,Western Slovakia,tablet,44,0,1,4,2
C01113,24,Regular,Bratislava,mobile,54,1,1,12,4
C01114,35,Regular,Bratislava,mobile,35,1,1,3,2
C01115,39,Regular,Czech Republic,desktop,51,0,0,5,6
C01116,39,Regular,Bratislava,mobile,9,1,1,1,6
C01117,52,Loyal,Central Slovakia,desktop,28,0,0,5,4
C01118,34,Regular,Bratislava,mobile,50,1,1,1,4
C01119,42,New,Bratislava,tablet,64,1,0,3,4
C01120,26,Regular,Eastern Slovakia,desktop,46,0,0,1,6
C01121,43,At-Risk,Bratislava,mobile,48,0,0,1,3
C01122,38,New,Bratislava,mobile,25,0,1,4,1
C01123,29,Loyal,Western Slovakia,mobile,50,1,1,3,9
C01124,35,New,Eastern Slovakia,tablet,26,0,1,2,5
C01125,36,Regular,Western Slovakia,desktop,4,0,0,0,1
C01126,35,Regular,Bratislava,mobile,18,0,0,1,1
C01127,59,New,Czech Republic,mobile,44,1,1,0,8
C01128,37,At-Risk,Central Slovakia,desktop,69,0,1,0,3
C01129,35,Regular,Eastern Slovakia,mobile,36,0,0,2,4
C01130,18,At-Risk,Eastern Slovakia,desktop,62,0,1,4,3
C01131,27,New,Central Slovakia,desktop,56,0,0,0,2
C01132,35,Loyal,Western Slovakia,mobile,40,0,1,1,2
C01133,30,At-Risk,Western Slovakia,mobile,58,1,1,2,2
C01134,55,Regular,Central Slovakia,mobile,29,1,1,5,13
C01135,36,New,Central Slovakia,mobile,32,1,1,3,1
C01136,53,Loyal,Czech Republic,tablet,53,0,0,1,4
C01137,39,Regular,Central Slovakia,desktop,46,0,0,1,3
C01138,38,At-Risk,Bratislava,desktop,38,1,1,0,4
C01139,37,Regular,Western Slovakia,mobile,31,1,1,6,2
C01140,38,New,Central Slovakia,mobile,70,1,0,2,4
C01141,59,New,Western Slovakia,desktop,5,0,1,1,7
C01142,18,Loyal,Eastern Slovakia,mobile,4,1,1,3,6
C01143,18,At-Risk,Central Slovakia,mobile,35,0,0,0,1
C01144,31,New,Bratislava,mobile,3,0,0,0,1
C01145,38,Loyal,Central Slovakia,desktop,25,0,1,6,12
C01146,46,At-Risk,Central Slovakia,desktop,41,0,1,0,0
C01147,44,New,Czech Republic,mobile,29,0,0,2,9
C01148,33,New,Western Slovakia,desktop,15,0,0,0,2
C01149,50,Loyal,Central Slovakia,mobile,21,1,0,3,3
C01150,50,Regular,Western Slovakia,mobile,43,0,0,4,11
C01151,40,New,Central Slovakia,mobile,68,0,0,0,5
C01152,50,Loyal,Bratislava,desktop,56,1,1,5,7
C01153,41,Regular,Eastern Slovakia,mobile,39,1,0,4,9
C01154,31,At-Risk,Czech Republic,mobile,10,0,0,0,0
C01155,46,Loyal,Central Slovakia,mobile,18,0,1,2,4
C01156,39,Loyal,Central Slovakia,desktop,32,0,0,2,2
C01157,38,Regular,Bratislava,desktop,18,1,0,3,12
C01158,56,New,Central Slovakia,mobile,49,0,1,3,9
C01159,18,Regular,Western Slovakia,tablet,26,1,0,2,1
C01160,21,New,Central Slovakia,mobile,60,0,0,2,2
C01161,24,Regular,Bratislava,mobile,20,0,1,0,3
C01162,34,New,Central Slovakia,desktop,36,0,0,1,5
C01163,35,Regular,Bratislava,desktop,51,0,1,3,3
C01164,20,New,Central Slovakia,mobile,15,0,0,0,10
C01165,26,New,Central Slovakia,mobile,55,0,0,0,1
C01166,28,New,Bratislava,mobile,42,0,0,0,1
C01167,67,Regular,Western Slovakia,mobile,46,0,0,0,1
C01168,60,Loyal,Eastern Slovakia,desktop,33,1,0,4,4
C01169,33,New,Central Slovakia,tablet,67,1,1,1,3
C01170,34,Loyal,Bratislava,mobile,55,1,0,2,12
C01171,24,Loyal,Western Slovakia,desktop,14,0,1,2,3
C01172,18,Regular,Western Slovakia,mobile,40,0,0,0,4
C01173,37,Regular,Central Slovakia,mobile,65,1,1,1,2
C01174,26,Regular,Central Slovakia,mobile,20,0,1,1,3
C01175,37,New,Bratislava,tablet,39,1,1,6,1
C01176,19,Regular,Central Slovakia,mobile,54,1,1,1,15
C01177,29,New,Eastern Slovakia,desktop,20,1,1,3,5
C01178,40,Loyal,Eastern Slovakia,mobile,37,0,1,0,7
C01179,42,At-Risk,Bratislava,desktop,40,0,1,3,1
C01180,43,Loyal,Western Slovakia,mobile,13,1,1,2,1
C01181,22,Regular,Western Slovakia,tablet,13,1,0,3,2
C01182,48,Regular,Bratislava,desktop,40,0,1,3,2
C01183,28,At-Risk,Western Slovakia,mobile,13,0,0,0,2
C01184,46,New,Bratislava,desktop,68,1,1,4,4
C01185,38,New,Bratislava,desktop,38,0,0,2,9
C01186,21,Regular,Central Slovakia,mobile,51,0,0,0,11
C01187,34,Regular,Bratislava,mobile,29,1,0,6,6
C01188,42,Regular,Central Slovakia,desktop,22,1,0,3,1
C01189,45,New,Bratislava,desktop,35,0,0,0,2
C01190,36,Regular,Central Slovakia,mobile,51,0,1,1,7
C01191,56,New,Western Slovakia,desktop,29,0,1,0,3
C01192,50,New,Eastern Slovakia,mobile,21,0,1,2,1
C01193,35,New,Eastern Slovakia,mobile,11,0,0,3,27
C01194,47,Regular,Western Slovakia,desktop,39,0,0,3,7
C01195,61,Loyal,Central Slovakia,mobile,49,0,1,2,2
C01196,62,Regular,Bratislava,mobile,38,1,1,7,32
C01197,23,Regular,Central Slovakia,mobile,19,0,1,4,27
C01198,27,Loyal,Bratislava,mobile,18,1,1,10,32
C01199,56,Regular,Western Slovakia,mobile,27,0,0,1,1
C01200,25,Loyal,Bratislava,desktop,25,1,1,4,5
C01201,22,Loyal,Eastern Slovakia,mobile,15,1,0,2,7
C01202,32,Regular,Western Slovakia,desktop,67,1,1,5,4
C01203,43,New,Central Slovakia,desktop,24,0,0,1,8
C01204,37,New,Western Slovakia,mobile,18,0,0,3,5
C01205,30,At-Risk,Bratislava,mobile,44,0,1,1,6
C01206,30,Loyal,Bratislava,desktop,57,1,1,5,4
C01207,29,At-Risk,Czech Republic,mobile,33,0,1,0,2
C01208,27,At-Risk,Eastern Slovakia,mobile,48,0,0,0,1
C01209,65,New,Bratislava,desktop,7,0,0,1,2
C01210,42,Loyal,Eastern Slovakia,desktop,38,0,1,5,5
C01211,49,Regular,Western Slovakia,desktop,5,0,1,2,4
C01212,32,Loyal,Bratislava,mobile,10,1,1,7,17
C01213,36,New,Central Slovakia,mobile,43,0,1,3,1
C01214,29,New,Bratislava,mobile,15,0,1,0,2
C01215,18,Loyal,Bratislava,desktop,3,0,1,3,10
C01216,21,Loyal,Central Slovakia,mobile,13,0,1,5,11
C01217,18,Regular,Bratislava,mobile,55,0,0,6,10
C01218,18,Regular,Eastern Slovakia,mobile,42,0,1,2,2
C01219,24,Regular,Central Slovakia,desktop,28,0,0,2,9
C01220,54,At-Risk,Eastern Slovakia,desktop,70,1,1,0,2
C01221,37,Regular,Central Slovakia,mobile,28,0,1,2,6
C01222,53,Regular,Eastern Slovakia,mobile,63,0,1,3,3
C01223,43,Regular,Western Slovakia,mobile,25,0,0,0,16
C01224,47,Regular,Central Slovakia,mobile,2,1,0,3,2
C01225,27,Regular,Western Slovakia,mobile,8,0,1,0,11
C01226,44,Regular,Czech Republic,mobile,20,1,1,4,12
C01227,47,Loyal,Bratislava,desktop,14,1,1,7,2
C01228,31,At-Risk,Central Slovakia,desktop,12,0,1,0,1
C01229,45,At-Risk,Eastern Slovakia,tablet,28,0,0,0,1
C01230,45,Regular,Western Slovakia,tablet,70,0,1,1,7
C01231,31,Regular,Eastern Slovakia,mobile,15,0,0,0,4
C01232,25,Loyal,Western Slovakia,mobile,17,0,1,1,3
C01233,24,Loyal,Bratislava,mobile,71,0,1,4,1
C01234,39,Regular,Central Slovakia,desktop,15,0,0,1,9
C01235,42,Loyal,Western Slovakia,mobile,59,0,1,5,9
C01236,28,Loyal,Bratislava,mobile,45,0,0,2,1
C01237,38,Regular,Bratislava,mobile,66,1,0,0,5
C01238,45,Loyal,Bratislava,mobile,40,0,1,0,6
C01239,45,New,Eastern Slovakia,desktop,43,0,1,3,2
C01240,57,Regular,Eastern Slovakia,desktop,17,0,1,0,2
C01241,53,Regular,Central Slovakia,mobile,41,1,1,2,13
C01242,26,New,Bratislava,desktop,48,0,0,0,0
C01243,58,Loyal,Central Slovakia,mobile,71,0,0,1,2
C01244,32,Regular,Eastern Slovakia,mobile,7,0,1,0,0
C01245,51,New,Eastern Slovakia,mobile,12,0,0,2,3
C01246,39,Loyal,Bratislava,desktop,2,0,0,0,5
C01247,33,Loyal,Bratislava,desktop,57,0,0,2,4
C01248,18,Loyal,Czech Republic,mobile,6,1,1,0,4
C01249,36,Regular,Eastern Slovakia,tablet,65,0,1,2,6
C01250,19,Loyal,Bratislava,mobile,26,0,1,7,5
C01251,50,Regular,Eastern Slovakia,mobile,21,0,0,3,19
C01252,56,Regular,Bratislava,desktop,70,1,0,0,3
C01253,28,New,Bratislava,tablet,52,0,0,0,0
C01254,42,Regular,Eastern Slovakia,desktop,39,0,1,0,1
C01255,29,Loyal,Central Slovakia,tablet,64,1,0,4,12
C01256,30,Regular,Western Slovakia,mobile,54,0,0,0,5
C01257,47,Regular,Czech Republic,desktop,46,0,1,4,8
C01258,38,Loyal,Eastern Slovakia,desktop,23,0,1,4,10
C01259,59,Loyal,Bratislava,mobile,71,0,1,4,4
C01260,32,New,Central Slovakia,mobile,52,1,0,0,4
C01261,50,At-Risk,Eastern Slovakia,tablet,68,0,1,7,5
C01262,39,Loyal,Central Slovakia,mobile,69,1,1,4,3
C01263,48,At-Risk,Czech Republic,mobile,39,0,0,0,1
C01264,33,At-Risk,Central Slovakia,desktop,26,0,0,3,9
C01265,37,At-Risk,Bratislava,desktop,68,0,0,3,1
C01266,37,Loyal,Bratislava,tablet,71,0,0,1,2
C01267,28,Regular,Eastern Slovakia,desktop,9,0,0,2,6
C01268,46,New,Czech Republic,mobile,46,0,0,1,1
C01269,46,Regular,Bratislava,tablet,43,1,0,4,14
C01270,45,Loyal,Bratislava,mobile,54,1,1,4,4
C01271,56,Regular,Eastern Slovakia,desktop,70,0,0,0,10
C01272,55,Loyal,Bratislava,mobile,18,0,0,4,12
C01273,34,New,Bratislava,desktop,70,0,0,1,4
C01274,42,Regular,Eastern Slovakia,mobile,46,1,1,2,13
C01275,31,Regular,Eastern Slovakia,desktop,6,0,1,1,2
C01276,38,Regular,Eastern Slovakia,mobile,37,0,1,3,4
C01277,31,New,Central Slovakia,mobile,10,0,1,2,1
C01278,57,New,Western Slovakia,mobile,68,0,1,4,18
C01279,42,Loyal,Czech Republic,mobile,55,1,1,5,16
C01280,35,Regular,Bratislava,desktop,65,0,1,2,1
C01281,52,New,Bratislava,mobile,43,1,0,2,1
C01282,18,New,Eastern Slovakia,mobile,29,0,0,0,1
C01283,18,Regular,Central Slovakia,mobile,31,0,0,1,1
C01284,48,New,Eastern Slovakia,mobile,68,0,1,3,4
C01285,39,Loyal,Bratislava,desktop,11,1,1,1,9
C01286,41,Loyal,Czech Republic,mobile,63,1,1,5,15
C01287,22,New,Central Slovakia,mobile,30,0,0,2,5
C01288,38,Regular,Central Slovakia,mobile,42,1,1,1,1
C01289,62,New,Czech Republic,mobile,48,0,0,4,14
C01290,48,Regular,Western Slovakia,desktop,6,0,1,2,6
C01291,40,At-Risk,Central Slovakia,mobile,11,0,1,0,2
C01292,33,Regular,Central Slovakia,mobile,12,1,1,3,4
C01293,33,At-Risk,Eastern Slovakia,desktop,56,0,0,0,2
C01294,18,New,Eastern Slovakia,mobile,6,1,1,0,0
C01295,41,Regular,Central Slovakia,desktop,44,1,0,2,5
C01296,48,Regular,Bratislava,mobile,8,0,1,1,3
C01297,19,Regular,Bratislava,tablet,55,0,1,0,3
C01298,30,At-Risk,Czech Republic,mobile,70,1,1,3,3
C01299,24,New,Czech Republic,mobile,30,0,0,1,12
C01300,26,Loyal,Czech Republic,desktop,16,0,1,1,23
C01301,39,Loyal,Bratislava,desktop,32,1,0,2,6
C01302,18,Regular,Western Slovakia,desktop,50,0,0,0,6
C01303,45,Regular,Eastern Slovakia,desktop,52,0,0,4,5
C01304,47,Regular,Eastern Slovakia,mobile,46,0,1,2,3
C01305,35,New,Bratislava,desktop,42,0,0,3,11
C01306,18,Loyal,Central Slovakia,desktop,45,1,0,5,28
C01307,26,Regular,Bratislava,mobile,16,0,1,1,4
C01308,53,At-Risk,Western Slovakia,mobile,15,0,1,0,1
C01309,18,Regular,Bratislava,mobile,67,0,1,3,3
C01310,34,Regular,Bratislava,tablet,42,0,1,1,2
C01311,24,Loyal,Bratislava,mobile,62,0,1,6,13
C01312,48,Regular,Czech Republic,mobile,45,1,1,6,9
C01313,30,At-Risk,Eastern Slovakia,desktop,33,0,1,0,1
C01314,43,New,Czech Republic,desktop,41,0,0,1,3
C01315,45,At-Risk,Western Slovakia,mobile,50,1,1,3,2
C01316,60,Loyal,Western Slovakia,desktop,14,0,0,0,4
C01317,36,Loyal,Western Slovakia,mobile,33,1,1,5,3
C01318,43,Regular,Central Slovakia,desktop,52,1,1,3,4
C01319,20,Loyal,Western Slovakia,mobile,7,0,1,4,2
C01320,52,Regular,Eastern Slovakia,mobile,6,1,0,1,7
C01321,29,Loyal,Eastern Slovakia,desktop,12,0,1,2,5
C01322,31,New,Eastern Slovakia,mobile,42,0,0,0,5
C01323,38,Regular,Bratislava,mobile,17,1,0,0,3
C01324,19,Regular,Central Slovakia,mobile,31,0,0,2,2
C01325,41,Regular,Bratislava,desktop,10,1,1,4,5
C01326,50,Regular,Bratislava,desktop,18,0,1,3,21
C01327,42,Loyal,Central Slovakia,desktop,2,0,1,7,7
