interaction_id,campaign_id,channel,start_date,end_date,touch_date,budget,impressions,clicks,conversions,revenue,customer_id,customer_age,customer_segment,region,device_type
INT-003250,CMP-064,email,2024-12-23,2025-01-03,2025-01-01,2.55,3,1,0,0.0,C01618,18,New,Bratislava,mobile
INT-003251,CMP-064,email,2024-12-23,2025-01-03,2025-01-01,1.7,2,0,0,0.0,C01411,33,New,Central Slovakia,desktop
INT-003252,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,3.4,4,0,0,0.0,C01994,50,Regular,Eastern Slovakia,mobile
INT-003253,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,3.4,4,1,0,0.0,C01452,44,New,Bratislava,mobile
INT-003254,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,0.85,1,1,0,0.0,C00163,64,Regular,Central Slovakia,mobile
INT-003255,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,0.85,1,0,0,0.0,C00188,23,Regular,Central Slovakia,desktop
INT-003256,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,3.4,4,0,0,0.0,C01553,31,Regular,Central Slovakia,mobile
INT-003257,CMP-064,email,2024-12-23,2025-01-03,2025-01-02,0.85,1,0,0,0.0,C00006,22,Regular,Western Slovakia,mobile
INT-003258,CMP-109,search,2024-12-24,2025-01-23,2024-12-25,20.4,7,1,0,0.0,C00673,29,New,Western Slovakia,desktop
INT-003259,CMP-109,search,2024-12-24,2025-01-23,2024-12-25,17.49,6,1,1,126.17,C01538,18,New,Western Slovakia,mobile
INT-003260,CMP-109,search,2024-12-24,2025-01-23,2024-12-26,32.06,11,0,0,0.0,C01229,45,At-Risk,Eastern Slovakia,tablet
INT-003261,CMP-109,search,2024-12-24,2025-01-23,2024-12-27,14.57,5,0,0,0.0,C01950,62,New,Eastern Slovakia,mobile
INT-003262,CMP-109,search,2024-12-24,2025-01-23,2024-12-27,14.57,5,0,0,0.0,C00087,32,Loyal,Central Slovakia,desktop
INT-003263,CMP-109,search,2024-12-24,2025-01-23,2024-12-28,14.57,5,1,1,229.78,C00780,22,Regular,Bratislava,tablet
INT-003264,CMP-109,search,2024-12-24,2025-01-23,2024-12-28,26.23,9,2,0,0.0,C00947,42,Regular,Western Slovakia,mobile
INT-003265,CMP-109,search,2024-12-24,2025-01-23,2024-12-29,32.06,11,0,0,0.0,C01226,44,Regular,Czech Republic,mobile
INT-003266,CMP-109,search,2024-12-24,2025-01-23,2024-12-29,11.66,4,0,0,0.0,C01954,30,Regular,Central Slovakia,mobile
INT-003267,CMP-109,search,2024-12-24,2025-01-23,2024-12-30,26.23,9,1,0,0.0,C00903,36,Regular,Central Slovakia,mobile
INT-003268,CMP-109,search,2024-12-24,2025-01-23,2024-12-30,34.98,12,0,0,0.0,C00052,46,Loyal,Western Slovakia,desktop
INT-003269,CMP-109,search,2024-12-24,2025-01-23,2024-12-30,20.4,7,0,0,0.0,C02070,36,Regular,Western Slovakia,mobile
INT-003270,CMP-109,search,2024-12-24,2025-01-23,2025-01-01,8.74,3,1,0,0.0,C00861,26,Regular,Western Slovakia,desktop
INT-003271,CMP-109,search,2024-12-24,2025-01-23,2025-01-01,17.49,6,1,0,0.0,C01322,31,New,Eastern Slovakia,mobile
INT-003272,CMP-109,search,2024-12-24,2025-01-23,2025-01-02,26.23,9,1,0,0.0,C01763,30,At-Risk,Western Slovakia,mobile
INT-003273,CMP-109,search,2024-12-24,2025-01-23,2025-01-02,14.57,5,0,0,0.0,C00412,18,Regular,Eastern Slovakia,mobile
INT-003274,CMP-109,search,2024-12-24,2025-01-23,2025-01-02,17.49,6,1,0,0.0,C01684,53,New,Bratislava,desktop
INT-003275,CMP-109,search,2024-12-24,2025-01-23,2025-01-02,17.49,6,2,2,492.14,C00200,36,Regular,Western Slovakia,mobile
INT-003276,CMP-109,search,2024-12-24,2025-01-23,2025-01-02,14.57,5,0,0,0.0,C01212,32,Loyal,Bratislava,mobile
INT-003277,CMP-109,search,2024-12-24,2025-01-23,2025-01-03,23.32,8,2,0,0.0,C00551,43,At-Risk,Bratislava,mobile
INT-003278,CMP-109,search,2024-12-24,2025-01-23,2025-01-04,11.66,4,0,0,0.0,C00968,29,New,Czech Republic,desktop
INT-003279,CMP-109,search,2024-12-24,2025-01-23,2025-01-04,17.49,6,1,1,234.97,C00324,47,Loyal,Western Slovakia,tablet
INT-003280,CMP-109,search,2024-12-24,2025-01-23,2025-01-04,20.4,7,0,0,0.0,C02126,40,New,Central Slovakia,mobile
INT-003281,CMP-109,search,2024-12-24,2025-01-23,2025-01-04,14.57,5,0,0,0.0,C00281,44,Regular,Western Slovakia,mobile
INT-003282,CMP-109,search,2024-12-24,2025-01-23,2025-01-05,20.4,7,0,0,0.0,C01546,35,Regular,Western Slovakia,mobile
INT-003283,CMP-109,search,2024-12-24,2025-01-23,2025-01-05,20.4,7,0,0,0.0,C01080,55,New,Eastern Slovakia,mobile
INT-003284,CMP-109,search,2024-12-24,2025-01-23,2025-01-05,23.32,8,1,0,0.0,C00001,42,Regular,Eastern Slovakia,desktop
INT-003285,CMP-109,search,2024-12-24,2025-01-23,2025-01-05,11.66,4,0,0,0.0,C00837,34,New,Eastern Slovakia,mobile
INT-003286,CMP-109,search,2024-12-24,2025-01-23,2025-01-06,8.74,3,0,0,0.0,C01643,18,Regular,Central Slovakia,mobile
INT-003287,CMP-109,search,2024-12-24,2025-01-23,2025-01-06,17.49,6,1,0,0.0,C02102,18,New,Bratislava,mobile
INT-003288,CMP-109,search,2024-12-24,2025-01-23,2025-01-06,14.57,5,1,0,0.0,C02145,29,Regular,Czech Republic,mobile
INT-003289,CMP-109,search,2024-12-24,2025-01-23,2025-01-06,26.23,9,0,0,0.0,C01047,32,Loyal,Czech Republic,mobile
INT-003290,CMP-109,search,2024-12-24,2025-01-23,2025-01-06,20.4,7,1,1,231.68,C01902,51,Regular,Czech Republic,desktop
INT-003291,CMP-109,search,2024-12-24,2025-01-23,2025-01-07,23.32,8,0,0,0.0,C02037,32,At-Risk,Bratislava,desktop
INT-003292,CMP-109,search,2024-12-24,2025-01-23,2025-01-07,17.49,6,0,0,0.0,C00530,57,New,Czech Republic,mobile
INT-003293,CMP-109,search,2024-12-24,2025-01-23,2025-01-07,17.49,6,0,0,0.0,C01189,45,New,Bratislava,desktop
INT-003294,CMP-109,search,2024-12-24,2025-01-23,2025-01-08,14.57,5,1,0,0.0,C00769,23,Regular,Bratislava,mobile
INT-003295,CMP-109,search,2024-12-24,2025-01-23,2025-01-08,11.66,4,1,1,262.25,C01331,18,Loyal,Czech Republic,mobile
INT-003296,CMP-109,search,2024-12-24,2025-01-23,2025-01-09,11.66,4,1,0,0.0,C00116,32,Loyal,Central Slovakia,desktop
INT-003297,CMP-109,search,2024-12-24,2025-01-23,2025-01-10,17.49,6,1,1,175.55,C01190,36,Regular,Central Slovakia,mobile
INT-003298,CMP-109,search,2024-12-24,2025-01-23,2025-01-10,20.4,7,1,0,0.0,C01413,19,At-Risk,Central Slovakia,mobile
INT-003299,CMP-109,search,2024-12-24,2025-01-23,2025-01-11,11.66,4,1,1,181.74,C02077,38,New,Western Slovakia,tablet
INT-003300,CMP-109,search,2024-12-24,2025-01-23,2025-01-11,2.91,1,0,0,0.0,C01445,36,Loyal,Bratislava,mobile
INT-003301,CMP-109,search,2024-12-24,2025-01-23,2025-01-11,8.74,3,2,0,0.0,C01146,46,At-Risk,Central Slovakia,mobile
INT-003302,CMP-109,search,2024-12-24,2025-01-23,2025-01-11,17.49,6,1,0,0.0,C01400,21,Loyal,Eastern Slovakia,desktop
INT-003303,CMP-109,search,2024-12-24,2025-01-23,2025-01-12,8.74,3,0,0,0.0,C01295,41,Regular,Central Slovakia,desktop
INT-003304,CMP-109,search,2024-12-24,2025-01-23,2025-01-12,32.06,11,1,0,0.0,C01997,42,Loyal,Central Slovakia,desktop
INT-003305,CMP-109,search,2024-12-24,2025-01-23,2025-01-12,11.66,4,0,0,0.0,C00275,57,At-Risk,Bratislava,mobile
INT-003306,CMP-109,search,2024-12-24,2025-01-23,2025-01-12,11.66,4,0,0,0.0,C01660,40,Loyal,Central Slovakia,tablet
INT-003307,CMP-109,search,2024-12-24,2025-01-23,2025-01-13,17.49,6,0,0,0.0,C01731,37,New,Bratislava,mobile
INT-003308,CMP-109,search,2024-12-24,2025-01-23,2025-01-13,8.74,3,0,0,0.0,C00632,69,New,Central Slovakia,mobile
INT-003309,CMP-109,search,2024-12-24,2025-01-23,2025-01-13,20.4,7,1,1,142.91,C01878,60,Regular,Central Slovakia,desktop
INT-003310,CMP-109,search,2024-12-24,2025-01-23,2025-01-14,20.4,7,1,1,239.94,C01676,19,Regular,Western Slovakia,mobile
INT-003311,CMP-109,search,2024-12-24,2025-01-23,2025-01-14,11.66,4,0,0,0.0,C01847,38,Regular,Eastern Slovakia,desktop
INT-003312,CMP-109,search,2024-12-24,2025-01-23,2025-01-14,17.49,6,1,0,0.0,C00449,51,Regular,Eastern Slovakia,mobile
INT-003313,CMP-109,search,2024-12-24,2025-01-23,2025-01-15,17.49,6,0,0,0.0,C00074,44,New,Eastern Slovakia,mobile
INT-003314,CMP-109,search,2024-12-24,2025-01-23,2025-01-15,17.49,6,0,0,0.0,C00736,40,New,Eastern Slovakia,desktop
INT-003315,CMP-109,search,2024-12-24,2025-01-23,2025-01-16,20.4,7,2,2,382.97,C01968,37,New,Bratislava,desktop
INT-003316,CMP-109,search,2024-12-24,2025-01-23,2025-01-16,11.66,4,0,0,0.0,C01760,39,Regular,Eastern Slovakia,desktop
INT-003317,CMP-109,search,2024-12-24,2025-01-23,2025-01-16,14.57,5,1,0,0.0,C01915,52,Regular,Eastern Slovakia,mobile
INT-003318,CMP-109,search,2024-12-24,2025-01-23,2025-01-16,14.57,5,0,0,0.0,C02045,21,Loyal,Eastern Slovakia,desktop
INT-003319,CMP-109,search,2024-12-24,2025-01-23,2025-01-16,26.23,9,1,1,207.62,C01887,25,Regular,Western Slovakia,mobile
INT-003320,CMP-109,search,2024-12-24,2025-01-23,2025-01-17,20.4,7,2,0,0.0,C02078,39,Loyal,Bratislava,mobile
INT-003321,CMP-109,search,2024-12-24,2025-01-23,2025-01-17,14.57,5,1,1,240.71,C01255,29,Loyal,Central Slovakia,tablet
INT-003322,CMP-109,search,2024-12-24,2025-01-23,2025-01-17,26.23,9,0,0,0.0,C00686,32,Regular,Western Slovakia,desktop
INT-003323,CMP-109,search,2024-12-24,2025-01-23,2025-01-19,14.57,5,1,0,0.0,C01789,42,Regular,Eastern Slovakia,tablet
INT-003324,CMP-109,search,2024-12-24,2025-01-23,2025-01-19,17.49,6,1,0,0.0,C00659,53,At-Risk,Western Slovakia,mobile
INT-003325,CMP-109,search,2024-12-24,2025-01-23,2025-01-20,23.32,8,2,0,0.0,C02116,35,New,Central Slovakia,desktop
INT-003326,CMP-109,search,2024-12-24,2025-01-23,2025-01-20,23.32,8,2,1,120.04,C00809,34,New,Western Slovakia,mobile
INT-003327,CMP-109,search,2024-12-24,2025-01-23,2025-01-20,8.74,3,0,0,0.0,C01817,46,New,Bratislava,mobile
INT-003328,CMP-109,search,2024-12-24,2025-01-23,2025-01-21,20.4,7,2,1,147.86,C00379,57,New,Eastern Slovakia,mobile
INT-003329,CMP-109,search,2024-12-24,2025-01-23,2025-01-21,8.74,3,1,1,115.41,C00219,36,Regular,Eastern Slovakia,mobile
INT-003330,CMP-109,search,2024-12-24,2025-01-23,2025-01-22,11.66,4,1,1,197.99,C00851,34,At-Risk,Central Slovakia,desktop
INT-003331,CMP-109,search,2024-12-24,2025-01-23,2025-01-22,20.4,7,0,0,0.0,C01098,44,Regular,Central Slovakia,desktop
INT-003332,CMP-075,email,2025-01-03,2025-02-01,2025-01-03,1.47,2,0,0,0.0,C01536,26,At-Risk,Western Slovakia,tablet
INT-003333,CMP-075,email,2025-01-03,2025-02-01,2025-01-03,1.47,2,0,0,0.0,C00065,47,Regular,Bratislava,tablet
INT-003334,CMP-075,email,2025-01-03,2025-02-01,2025-01-04,2.21,3,0,0,0.0,C01646,39,Regular,Western Slovakia,mobile
INT-003335,CMP-075,email,2025-01-03,2025-02-01,2025-01-05,0.74,1,0,0,0.0,C00312,43,Regular,Western Slovakia,mobile
INT-003336,CMP-075,email,2025-01-03,2025-02-01,2025-01-05,0.74,1,0,0,0.0,C00832,57,New,Western Slovakia,desktop
INT-003337,CMP-075,email,2025-01-03,2025-02-01,2025-01-06,1.47,2,0,0,0.0,C02018,30,Loyal,Eastern Slovakia,desktop
INT-003338,CMP-075,email,2025-01-03,2025-02-01,2025-01-08,2.21,3,1,0,0.0,C00315,48,Regular,Western Slovakia,mobile
INT-003339,CMP-075,email,2025-01-03,2025-02-01,2025-01-08,3.68,5,0,0,0.0,C02023,40,Loyal,Czech Republic,tablet
INT-003340,CMP-075,email,2025-01-03,2025-02-01,2025-01-08,1.47,2,0,0,0.0,C00998,39,Loyal,Western Slovakia,mobile
INT-003341,CMP-075,email,2025-01-03,2025-02-01,2025-01-09,0.74,1,0,0,0.0,C02014,38,Loyal,Bratislava,tablet
INT-003342,CMP-075,email,2025-01-03,2025-02-01,2025-01-09,1.47,2,1,1,301.26,C01286,41,Loyal,Czech Republic,mobile
INT-003343,CMP-075,email,2025-01-03,2025-02-01,2025-01-10,2.21,3,0,0,0.0,C00246,23,Regular,Central Slovakia,mobile
INT-003344,CMP-075,email,2025-01-03,2025-02-01,2025-01-10,0.74,1,0,0,0.0,C00142,26,Loyal,Western Slovakia,mobile
INT-003345,CMP-075,email,2025-01-03,2025-02-01,2025-01-11,1.47,2,0,0,0.0,C02087,37,New,Bratislava,mobile
INT-003346,CMP-075,email,2025-01-03,2025-02-01,2025-01-11,0.74,1,1,0,0.0,C01976,47,Loyal,Bratislava,mobile
INT-003347,CMP-075,email,2025-01-03,2025-02-01,2025-01-11,1.47,2,1,0,0.0,C00435,49,New,Eastern Slovakia,desktop
INT-003348,CMP-075,email,2025-01-03,2025-02-01,2025-01-12,1.47,2,0,0,0.0,C01639,38,At-Risk,Western Slovakia,mobile
INT-003349,CMP-075,email,2025-01-03,2025-02-01,2025-01-12,0.74,1,0,0,0.0,C02058,18,Regular,Bratislava,mobile
INT-003350,CMP-075,email,2025-01-03,2025-02-01,2025-01-13,0.74,1,0,0,0.0,C01285,39,Loyal,Bratislava,desktop
INT-003351,CMP-075,email,2025-01-03,2025-02-01,2025-01-13,1.47,2,1,1,205.04,C02024,37,Loyal,Central Slovakia,mobile
INT-003352,CMP-075,email,2025-01-03,2025-02-01,2025-01-15,0.74,1,0,0,0.0,C01545,54,Regular,Central Slovakia,mobile
INT-003353,CMP-075,email,2025-01-03,2025-02-01,2025-01-16,2.21,3,1,0,0.0,C00540,29,Regular,Bratislava,desktop
INT-003354,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,2.21,3,0,0,0.0,C00534,43,Regular,Bratislava,mobile
INT-003355,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,1.47,2,0,0,0.0,C00608,43,Regular,Central Slovakia,desktop
INT-003356,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,1.47,2,0,0,0.0,C01348,29,At-Risk,Czech Republic,mobile
INT-003357,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,2.95,4,0,0,0.0,C00332,46,Loyal,Czech Republic,mobile
INT-003358,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,1.47,2,0,0,0.0,C00937,24,Loyal,Bratislava,mobile
INT-003359,CMP-075,email,2025-01-03,2025-02-01,2025-01-17,0.74,1,0,0,0.0,C00233,42,New,Eastern Slovakia,desktop
INT-003360,CMP-075,email,2025-01-03,2025-02-01,2025-01-18,2.21,3,0,0,0.0,C01395,18,New,Western Slovakia,tablet
INT-003361,CMP-075,email,2025-01-03,2025-02-01,2025-01-18,0.74,1,0,0,0.0,C01898,43,Loyal,Eastern Slovakia,mobile
INT-003362,CMP-075,email,2025-01-03,2025-02-01,2025-01-20,2.21,3,0,0,0.0,C00017,42,Loyal,Bratislava,desktop
INT-003363,CMP-075,email,2025-01-03,2025-02-01,2025-01-20,1.47,2,0,0,0.0,C00763,47,Loyal,Czech Republic,mobile
INT-003364,CMP-075,email,2025-01-03,2025-02-01,2025-01-20,0.74,1,0,0,0.0,C02166,53,Loyal,Bratislava,mobile
INT-003365,CMP-075,email,2025-01-03,2025-02-01,2025-01-21,1.47,2,1,1,192.5,C01882,55,Regular,Czech Republic,mobile
INT-003366,CMP-075,email,2025-01-03,2025-02-01,2025-01-22,0.74,1,0,0,0.0,C01030,51,New,Czech Republic,mobile
INT-003367,CMP-075,email,2025-01-03,2025-02-01,2025-01-23,1.47,2,0,0,0.0,C00011,49,Loyal,Western Slovakia,tablet
INT-003368,CMP-075,email,2025-01-03,2025-02-01,2025-01-24,1.47,2,1,1,197.03,C00754,63,Loyal,Western Slovakia,mobile
INT-003369,CMP-075,email,2025-01-03,2025-02-01,2025-01-24,2.21,3,1,0,0.0,C02031,54,New,Eastern Slovakia,mobile
INT-003370,CMP-075,email,2025-01-03,2025-02-01,2025-01-24,3.68,5,1,1,306.57,C00751,38,Loyal,Bratislava,mobile
INT-003371,CMP-075,email,2025-01-03,2025-02-01,2025-01-26,1.47,2,0,0,0.0,C00459,42,New,Central Slovakia,mobile
INT-003372,CMP-075,email,2025-01-03,2025-02-01,2025-01-29,2.21,3,0,0,0.0,C00318,30,New,Central Slovakia,mobile
INT-003373,CMP-075,email,2025-01-03,2025-02-01,2025-01-29,1.47,2,0,0,0.0,C02125,38,Regular,Western Slovakia,desktop
INT-003374,CMP-075,email,2025-01-03,2025-02-01,2025-01-29,1.47,2,1,0,0.0,C00928,43,Regular,Eastern Slovakia,mobile
INT-003375,CMP-075,email,2025-01-03,2025-02-01,2025-01-30,2.21,3,0,0,0.0,C00357,41,Regular,Western Slovakia,desktop
INT-003376,CMP-075,email,2025-01-03,2025-02-01,2025-01-31,0.74,1,0,0,0.0,C00715,35,New,Central Slovakia,mobile
INT-003377,CMP-102,display,2025-01-04,2025-01-13,2025-01-04,4.69,12,0,0,0.0,C00127,56,Loyal,Eastern Slovakia,mobile
INT-003378,CMP-102,display,2025-01-04,2025-01-13,2025-01-04,3.91,10,0,0,0.0,C00165,48,Regular,Western Slovakia,mobile
INT-003379,CMP-102,display,2025-01-04,2025-01-13,2025-01-04,3.52,9,0,0,0.0,C01603,53,Regular,Eastern Slovakia,desktop
INT-003380,CMP-102,display,2025-01-04,2025-01-13,2025-01-05,5.08,13,0,0,0.0,C02163,54,Loyal,Western Slovakia,desktop
INT-003381,CMP-102,display,2025-01-04,2025-01-13,2025-01-05,5.47,14,0,0,0.0,C00916,52,Loyal,Czech Republic,desktop
INT-003382,CMP-102,display,2025-01-04,2025-01-13,2025-01-07,8.21,21,0,0,0.0,C02095,39,Loyal,Bratislava,mobile
INT-003383,CMP-102,display,2025-01-04,2025-01-13,2025-01-07,7.43,19,0,0,0.0,C00748,44,New,Western Slovakia,mobile
INT-003384,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,4.69,12,0,0,0.0,C00616,23,New,Western Slovakia,mobile
INT-003385,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,5.08,13,0,0,0.0,C01831,47,Regular,Eastern Slovakia,mobile
INT-003386,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,5.08,13,0,0,0.0,C00778,43,Loyal,Bratislava,mobile
INT-003387,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,5.87,15,0,0,0.0,C00652,36,At-Risk,Bratislava,desktop
INT-003388,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,4.3,11,0,0,0.0,C00011,49,Loyal,Western Slovakia,mobile
INT-003389,CMP-102,display,2025-01-04,2025-01-13,2025-01-08,4.3,11,1,0,0.0,C01292,33,Regular,Central Slovakia,mobile
INT-003390,CMP-102,display,2025-01-04,2025-01-13,2025-01-09,3.52,9,0,0,0.0,C00556,34,New,Western Slovakia,mobile
INT-003391,CMP-102,display,2025-01-04,2025-01-13,2025-01-09,4.3,11,1,1,116.78,C01024,45,Loyal,Bratislava,desktop
INT-003392,CMP-102,display,2025-01-04,2025-01-13,2025-01-10,4.69,12,0,0,0.0,C01613,37,Regular,Bratislava,desktop
INT-003393,CMP-102,display,2025-01-04,2025-01-13,2025-01-10,3.52,9,0,0,0.0,C01351,35,New,Western Slovakia,mobile
INT-003394,CMP-102,display,2025-01-04,2025-01-13,2025-01-10,6.65,17,0,0,0.0,C00572,37,Regular,Eastern Slovakia,mobile
INT-003395,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,1.96,5,0,0,0.0,C01656,19,Regular,Czech Republic,mobile
INT-003396,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,4.69,12,1,0,0.0,C00428,59,Loyal,Central Slovakia,tablet
INT-003397,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,5.47,14,0,0,0.0,C02032,32,Regular,Western Slovakia,desktop
INT-003398,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,4.3,11,0,0,0.0,C01914,18,Regular,Bratislava,mobile
INT-003399,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,8.99,23,0,0,0.0,C00439,30,New,Western Slovakia,mobile
INT-003400,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,4.69,12,0,0,0.0,C01589,26,Loyal,Bratislava,desktop
INT-003401,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,8.6,22,0,0,0.0,C00312,43,Regular,Western Slovakia,mobile
INT-003402,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,4.3,11,0,0,0.0,C00741,50,Loyal,Central Slovakia,mobile
INT-003403,CMP-102,display,2025-01-04,2025-01-13,2025-01-12,6.65,17,1,0,0.0,C00303,48,Regular,Western Slovakia,mobile
INT-003404,CMP-073,search,2025-01-05,2025-02-04,2025-01-05,14.54,6,0,0,0.0,C00643,63,Regular,Western Slovakia,desktop
INT-003405,CMP-073,search,2025-01-05,2025-02-04,2025-01-05,14.54,6,1,0,0.0,C00730,25,Loyal,Central Slovakia,mobile
INT-003406,CMP-073,search,2025-01-05,2025-02-04,2025-01-05,16.96,7,0,0,0.0,C00388,44,New,Bratislava,desktop
INT-003407,CMP-073,search,2025-01-05,2025-02-04,2025-01-05,9.69,4,2,0,0.0,C00972,37,Loyal,Western Slovakia,desktop
INT-003408,CMP-073,search,2025-01-05,2025-02-04,2025-01-06,9.69,4,0,0,0.0,C01225,27,Regular,Western Slovakia,mobile
INT-003409,CMP-073,search,2025-01-05,2025-02-04,2025-01-06,4.85,2,0,0,0.0,C01133,30,At-Risk,Western Slovakia,mobile
INT-003410,CMP-073,search,2025-01-05,2025-02-04,2025-01-06,12.12,5,1,0,0.0,C00532,27,New,Bratislava,mobile
INT-003411,CMP-073,search,2025-01-05,2025-02-04,2025-01-06,19.39,8,0,0,0.0,C00774,54,Regular,Bratislava,mobile
INT-003412,CMP-073,search,2025-01-05,2025-02-04,2025-01-07,12.12,5,0,0,0.0,C01260,32,New,Central Slovakia,mobile
INT-003413,CMP-073,search,2025-01-05,2025-02-04,2025-01-08,4.85,2,0,0,0.0,C00781,37,Loyal,Eastern Slovakia,desktop
INT-003414,CMP-073,search,2025-01-05,2025-02-04,2025-01-08,12.12,5,1,0,0.0,C00994,54,New,Eastern Slovakia,desktop
INT-003415,CMP-073,search,2025-01-05,2025-02-04,2025-01-08,21.81,9,3,0,0.0,C01777,22,Regular,Western Slovakia,desktop
INT-003416,CMP-073,search,2025-01-05,2025-02-04,2025-01-09,16.96,7,1,0,0.0,C01050,43,New,Bratislava,desktop
INT-003417,CMP-073,search,2025-01-05,2025-02-04,2025-01-09,14.54,6,0,0,0.0,C00449,51,Regular,Eastern Slovakia,mobile
INT-003418,CMP-073,search,2025-01-05,2025-02-04,2025-01-10,9.69,4,0,0,0.0,C00184,51,Regular,Bratislava,mobile
INT-003419,CMP-073,search,2025-01-05,2025-02-04,2025-01-10,14.54,6,0,0,0.0,C01004,46,Regular,Bratislava,mobile
INT-003420,CMP-073,search,2025-01-05,2025-02-04,2025-01-10,7.27,3,0,0,0.0,C00130,27,Loyal,Bratislava,desktop
INT-003421,CMP-073,search,2025-01-05,2025-02-04,2025-01-10,24.23,10,3,0,0.0,C00735,41,New,Bratislava,mobile
INT-003422,CMP-073,search,2025-01-05,2025-02-04,2025-01-11,14.54,6,0,0,0.0,C00329,24,New,Bratislava,desktop
INT-003423,CMP-073,search,2025-01-05,2025-02-04,2025-01-11,14.54,6,0,0,0.0,C02175,42,Regular,Bratislava,desktop
INT-003424,CMP-073,search,2025-01-05,2025-02-04,2025-01-12,9.69,4,0,0,0.0,C01486,28,At-Risk,Central Slovakia,mobile
INT-003425,CMP-073,search,2025-01-05,2025-02-04,2025-01-12,9.69,4,1,0,0.0,C00779,39,Regular,Bratislava,desktop
INT-003426,CMP-073,search,2025-01-05,2025-02-04,2025-01-12,4.85,2,0,0,0.0,C01235,42,Loyal,Western Slovakia,mobile
INT-003427,CMP-073,search,2025-01-05,2025-02-04,2025-01-12,9.69,4,0,0,0.0,C02110,41,Loyal,Bratislava,mobile
INT-003428,CMP-073,search,2025-01-05,2025-02-04,2025-01-13,9.69,4,0,0,0.0,C02193,26,Loyal,Bratislava,mobile
INT-003429,CMP-073,search,2025-01-05,2025-02-04,2025-01-13,4.85,2,1,0,0.0,C00398,41,Loyal,Central Slovakia,mobile
INT-003430,CMP-073,search,2025-01-05,2025-02-04,2025-01-14,14.54,6,2,0,0.0,C00783,60,New,Western Slovakia,desktop
INT-003431,CMP-073,search,2025-01-05,2025-02-04,2025-01-15,12.12,5,0,0,0.0,C00099,43,New,Eastern Slovakia,mobile
INT-003432,CMP-073,search,2025-01-05,2025-02-04,2025-01-15,14.54,6,1,1,235.6,C01019,34,At-Risk,Western Slovakia,desktop
INT-003433,CMP-073,search,2025-01-05,2025-02-04,2025-01-16,4.85,2,0,0,0.0,C01628,57,At-Risk,Western Slovakia,desktop
INT-003434,CMP-073,search,2025-01-05,2025-02-04,2025-01-18,9.69,4,0,0,0.0,C01229,45,At-Risk,Eastern Slovakia,tablet
INT-003435,CMP-073,search,2025-01-05,2025-02-04,2025-01-18,4.85,2,0,0,0.0,C00454,63,Loyal,Eastern Slovakia,mobile
INT-003436,CMP-073,search,2025-01-05,2025-02-04,2025-01-18,7.27,3,0,0,0.0,C01222,53,Regular,Eastern Slovakia,mobile
INT-003437,CMP-073,search,2025-01-05,2025-02-04,2025-01-19,7.27,3,0,0,0.0,C00951,18,Loyal,Central Slovakia,tablet
INT-003438,CMP-073,search,2025-01-05,2025-02-04,2025-01-19,7.27,3,1,1,258.11,C00710,46,At-Risk,Western Slovakia,desktop
INT-003439,CMP-073,search,2025-01-05,2025-02-04,2025-01-19,9.69,4,2,0,0.0,C01483,39,Regular,Western Slovakia,desktop
INT-003440,CMP-073,search,2025-01-05,2025-02-04,2025-01-20,9.69,4,0,0,0.0,C00559,23,New,Central Slovakia,mobile
INT-003441,CMP-073,search,2025-01-05,2025-02-04,2025-01-21,4.85,2,0,0,0.0,C01086,33,Regular,Eastern Slovakia,mobile
INT-003442,CMP-073,search,2025-01-05,2025-02-04,2025-01-21,12.12,5,0,0,0.0,C01987,40,Regular,Western Slovakia,desktop
INT-003443,CMP-073,search,2025-01-05,2025-02-04,2025-01-22,4.85,2,0,0,0.0,C01484,42,Regular,Bratislava,desktop
INT-003444,CMP-073,search,2025-01-05,2025-02-04,2025-01-24,9.69,4,1,0,0.0,C01157,38,Regular,Bratislava,desktop
INT-003445,CMP-073,search,2025-01-05,2025-02-04,2025-01-25,9.69,4,1,0,0.0,C00073,27,Regular,Eastern Slovakia,tablet
