customer_id,last_purchase,frequency,monetary,recency_days,segment_name
C01248,,,,,Prospect (no purchase)
C01249,,,,,Prospect (no purchase)
C01250,,,,,Prospect (no purchase)
C01251,,,,,Prospect (no purchase)
C01252,2025-09-12,1.0,295.08,110.0,One-off Lapsed
C01253,,,,,Prospect (no purchase)
C01254,2024-05-17,1.0,275.96,593.0,One-off Lapsed
C01255,2025-01-17,3.0,685.02,348.0,Champions
C01256,,,,,Prospect (no purchase)
C01257,2024-11-14,1.0,234.43,412.0,One-off Lapsed
C01258,2024-10-10,5.0,1221.03,447.0,Champions
C01259,2025-05-02,2.0,821.9200000000001,243.0,Occasional Repeat
C01260,,,,,Prospect (no purchase)
C01261,,,,,Prospect (no purchase)
C01262,,,,,Prospect (no purchase)
C01263,,,,,Prospect (no purchase)
C01264,,,,,Prospect (no purchase)
C01265,,,,,Prospect (no purchase)
C01266,,,,,Prospect (no purchase)
C01267,,,,,Prospect (no purchase)
C01268,,,,,Prospect (no purchase)
C01269,,,,,Prospect (no purchase)
C01270,2025-10-13,1.0,250.82,79.0,One-off Lapsed
C01271,,,,,Prospect (no purchase)
C01272,2024-04-19,1.0,304.52,621.0,One-off Lapsed
C01273,2025-05-06,2.0,242.89999999999998,239.0,Occasional Repeat
C01274,,,,,Prospect (no purchase)
C01275,,,,,Prospect (no purchase)
C01276,,,,,Prospect (no purchase)
C01277,2025-02-28,1.0,97.78,306.0,One-off Lapsed
C01278,,,,,Prospect (no purchase)
C01279,2025-11-25,1.0,243.12,36.0,One-off Lapsed
C01280,,,,,Prospect (no purchase)
C01281,,,,,Prospect (no purchase)
C01282,,,,,Prospect (no purchase)
C01283,,,,,Prospect (no purchase)
C01284,,,,,Prospect (no purchase)
C01285,,,,,Prospect (no purchase)
C01286,2025-01-09,1.0,301.26,356.0,One-off Lapsed
C01287,,,,,Prospect (no purchase)
C01288,,,,,Prospect (no purchase)
C01289,2025-02-16,1.0,99.07,318.0,One-off Lapsed
C01290,2024-05-08,1.0,214.54,602.0,One-off Lapsed
C01291,,,,,Prospect (no purchase)
C01292,,,,,Prospect (no purchase)
C01293,,,,,Prospect (no purchase)
C01294,,,,,Prospect (no purchase)
C01295,,,,,Prospect (no purchase)
C01296,,,,,Prospect (no purchase)
C01297,2024-09-03,1.0,301.09,484.0,One-off Lapsed
C01298,,,,,Prospect (no purchase)
C01299,,,,,Prospect (no purchase)
C01300,,,,,Prospect (no purchase)
C01301,2025-07-21,2.0,595.52,163.0,Occasional Repeat
C01302,,,,,Prospect (no purchase)
C01303,,,,,Prospect (no purchase)
C01304,2025-11-04,1.0,309.7,57.0,One-off Lapsed
C01305,2025-10-04,1.0,197.25,88.0,One-off Lapsed
C01306,,,,,Prospect (no purchase)
C01307,2024-11-22,1.0,209.33,404.0,One-off Lapsed
C01308,,,,,Prospect (no purchase)
C01309,,,,,Prospect (no purchase)
C01310,,,,,Prospect (no purchase)
C01311,,,,,Prospect (no purchase)
C01312,,,,,Prospect (no purchase)
C01313,,,,,Prospect (no purchase)
C01314,,,,,Prospect (no purchase)
C01315,,,,,Prospect (no purchase)
C01316,2025-11-11,1.0,396.27,50.0,One-off Lapsed
C01317,2024-03-23,1.0,241.87,648.0,One-off Lapsed
C01318,,,,,Prospect (no purchase)
C01319,,,,,Prospect (no purchase)
C01320,,,,,Prospect (no purchase)
C01321,,,,,Prospect (no purchase)
C01322,,,,,Prospect (no purchase)
C01323,,,,,Prospect (no purchase)
C01324,,,,,Prospect (no purchase)
C01325,2025-04-12,1.0,155.93,263.0,One-off Lapsed
C01326,2025-04-15,2.0,559.34,260.0,Occasional Repeat
C01327,2025-05-08,2.0,407.73,237.0,Occasional Repeat
C01328,2024-06-26,1.0,209.54,553.0,One-off Lapsed
C01329,2024-05-24,1.0,225.15,586.0,One-off Lapsed
C01330,,,,,Prospect (no purchase)
C01331,2025-01-08,1.0,262.25,357.0,One-off Lapsed
C01332,2025-12-27,3.0,1060.95,4.0,Champions
C01333,,,,,Prospect (no purchase)
C01334,,,,,Prospect (no purchase)
C01335,,,,,Prospect (no purchase)
C01336,2024-02-27,2.0,424.09,673.0,Occasional Repeat
C01337,,,,,Prospect (no purchase)
C01338,,,,,Prospect (no purchase)
C01339,,,,,Prospect (no purchase)
C01340,,,,,Prospect (no purchase)
C01341,,,,,Prospect (no purchase)
C01342,,,,,Prospect (no purchase)
C01343,,,,,Prospect (no purchase)
C01344,,,,,Prospect (no purchase)
C01345,,,,,Prospect (no purchase)
C01346,,,,,Prospect (no purchase)
C01347,2025-04-25,1.0,174.07,250.0,One-off Lapsed
C01348,,,,,Prospect (no purchase)
C01349,,,,,Prospect (no purchase)
C01350,,,,,Prospect (no purchase)
C01351,,,,,Prospect (no purchase)
C01352,,,,,Prospect (no purchase)
C01353,,,,,Prospect (no purchase)
C01354,2024-02-08,1.0,137.76,692.0,One-off Lapsed
C01355,,,,,Prospect (no purchase)
C01356,,,,,Prospect (no purchase)
C01357,,,,,Prospect (no purchase)
C01358,2025-02-12,1.0,216.83,322.0,One-off Lapsed
C01359,,,,,Prospect (no purchase)
C01360,,,,,Prospect (no purchase)
C01361,,,,,Prospect (no purchase)
C01362,,,,,Prospect (no purchase)
C01363,2025-07-03,2.0,324.23,181.0,Occasional Repeat
C01364,,,,,Prospect (no purchase)
C01365,,,,,Prospect (no purchase)
C01366,,,,,Prospect (no purchase)
C01367,2025-05-26,2.0,278.55,219.0,Occasional Repeat
C01368,,,,,Prospect (no purchase)
C01369,,,,,Prospect (no purchase)
C01370,,,,,Prospect (no purchase)
C01371,2024-09-21,2.0,349.7,466.0,Occasional Repeat
C01372,,,,,Prospect (no purchase)
C01373,,,,,Prospect (no purchase)
C01374,,,,,Prospect (no purchase)
C01375,,,,,Prospect (no purchase)
C01376,,,,,Prospect (no purchase)
C01377,,,,,Prospect (no purchase)
C01378,,,,,Prospect (no purchase)
C01379,2025-05-09,1.0,172.55,236.0,One-off Lapsed
C01380,2025-03-01,1.0,93.72,305.0,One-off Lapsed
C01381,,,,,Prospect (no purchase)
C01382,,,,,Prospect (no purchase)
C01383,2025-11-27,2.0,240.88,34.0,Occasional Repeat
C01384,2024-05-01,1.0,353.5,609.0,One-off Lapsed
C01385,,,,,Prospect (no purchase)
C01386,,,,,Prospect (no purchase)
C01387,,,,,Prospect (no purchase)
C01388,,,,,Prospect (no purchase)
C01389,2024-07-12,1.0,305.88,537.0,One-off Lapsed
C01390,,,,,Prospect (no purchase)
C01391,,,,,Prospect (no purchase)
C01392,,,,,Prospect (no purchase)
C01393,2025-11-11,1.0,211.15,50.0,One-off Lapsed
C01394,,,,,Prospect (no purchase)
C01395,,,,,Prospect (no purchase)
C01396,2024-07-14,1.0,249.57,535.0,One-off Lapsed
C01397,,,,,Prospect (no purchase)
C01398,,,,,Prospect (no purchase)
C01399,2024-02-20,1.0,109.28,680.0,One-off Lapsed
C01400,2025-12-31,3.0,683.87,0.0,Recent Buyers
C01401,2024-12-14,1.0,142.0,382.0,One-off Lapsed
C01402,2025-10-01,3.0,432.98,91.0,Champions
C01403,,,,,Prospect (no purchase)
C01404,,,,,Prospect (no purchase)
C01405,,,,,Prospect (no purchase)
C01406,2024-10-23,1.0,150.43,434.0,One-off Lapsed
C01407,2025-05-06,1.0,163.4,239.0,One-off Lapsed
C01408,,,,,Prospect (no purchase)
C01409,2025-05-03,3.0,577.38,242.0,Champions
C01410,,,,,Prospect (no purchase)
C01411,,,,,Prospect (no purchase)
C01412,,,,,Prospect (no purchase)
C01413,,,,,Prospect (no purchase)
C01414,2025-12-31,1.0,183.56,0.0,Recent Buyers
C01415,,,,,Prospect (no purchase)
C01416,,,,,Prospect (no purchase)
C01417,,,,,Prospect (no purchase)
C01418,,,,,Prospect (no purchase)
C01419,,,,,Prospect (no purchase)
C01420,,,,,Prospect (no purchase)
C01421,,,,,Prospect (no purchase)
C01422,2024-07-13,1.0,401.32,536.0,One-off Lapsed
C01423,,,,,Prospect (no purchase)
C01424,,,,,Prospect (no purchase)
C01425,,,,,Prospect (no purchase)
C01426,,,,,Prospect (no purchase)
C01427,,,,,Prospect (no purchase)
C01428,,,,,Prospect (no purchase)
C01429,,,,,Prospect (no purchase)
C01430,,,,,Prospect (no purchase)
C01431,2025-09-23,4.0,1147.0800000000002,99.0,Champions
C01432,,,,,Prospect (no purchase)
C01433,,,,,Prospect (no purchase)
C01434,2025-04-21,1.0,197.74,254.0,One-off Lapsed
C01435,,,,,Prospect (no purchase)
C01436,,,,,Prospect (no purchase)
C01437,,,,,Prospect (no purchase)
C01438,,,,,Prospect (no purchase)
C01439,,,,,Prospect (no purchase)
C01440,,,,,Prospect (no purchase)
C01441,,,,,Prospect (no purchase)
C01442,,,,,Prospect (no purchase)
C01443,,,,,Prospect (no purchase)
C01444,2025-09-11,1.0,162.27,111.0,One-off Lapsed
C01445,2024-07-17,1.0,507.68,532.0,One-off Lapsed
C01446,,,,,Prospect (no purchase)
C01447,,,,,Prospect (no purchase)
C01448,,,,,Prospect (no purchase)
C01449,2025-01-06,1.0,241.09,359.0,One-off Lapsed
C01450,,,,,Prospect (no purchase)
C01451,,,,,Prospect (no purchase)
C01452,2025-10-25,1.0,156.12,67.0,One-off Lapsed
C01453,,,,,Prospect (no purchase)
C01454,,,,,Prospect (no purchase)
C01455,,,,,Prospect (no purchase)
C01456,,,,,Prospect (no purchase)
C01457,,,,,Prospect (no purchase)
C01458,,,,,Prospect (no purchase)
C01459,,,,,Prospect (no purchase)
C01460,,,,,Prospect (no purchase)
C01461,2025-12-21,1.0,273.99,10.0,Recent Buyers
C01462,,,,,Prospect (no purchase)
C01463,,,,,Prospect (no purchase)
C01464,,,,,Prospect (no purchase)
C01465,2025-08-11,2.0,463.97,142.0,Occasional Repeat
C01466,,,,,Prospect (no purchase)
C01467,,,,,Prospect (no purchase)
C01468,2025-09-14,2.0,465.88,108.0,Occasional Repeat
C01469,,,,,Prospect (no purchase)
C01470,,,,,Prospect (no purchase)
C01471,,,,,Prospect (no purchase)
C01472,,,,,Prospect (no purchase)
C01473,2024-07-03,1.0,304.88,546.0,One-off Lapsed
C01474,,,,,Prospect (no purchase)
C01475,2025-05-08,3.0,824.6800000000001,237.0,Champions
C01476,2024-12-17,2.0,821.13,379.0,Occasional Repeat
C01477,,,,,Prospect (no purchase)
C01478,2024-07-05,2.0,277.14,544.0,Occasional Repeat
C01479,2025-05-08,2.0,640.8199999999999,237.0,Occasional Repeat
C01480,,,,,Prospect (no purchase)
C01481,,,,,Prospect (no purchase)
C01482,,,,,Prospect (no purchase)
C01483,,,,,Prospect (no purchase)
C01484,,,,,Prospect (no purchase)
C01485,,,,,Prospect (no purchase)
C01486,,,,,Prospect (no purchase)
C01487,,,,,Prospect (no purchase)
C01488,2024-06-29,2.0,847.63,550.0,Occasional Repeat
C01489,2025-04-25,1.0,175.82,250.0,One-off Lapsed
C01490,,,,,Prospect (no purchase)
C01491,,,,,Prospect (no purchase)
C01492,,,,,Prospect (no purchase)
C01493,2024-01-22,1.0,215.16,709.0,One-off Lapsed
C01494,,,,,Prospect (no purchase)
C01495,,,,,Prospect (no purchase)
C01496,,,,,Prospect (no purchase)
C01497,,,,,Prospect (no purchase)
C01498,2025-05-01,1.0,315.07,244.0,One-off Lapsed
C01499,,,,,Prospect (no purchase)
C01500,,,,,Prospect (no purchase)
C01501,2024-10-19,1.0,162.8,438.0,One-off Lapsed
C01502,,,,,Prospect (no purchase)
C01503,2024-10-26,1.0,129.9,431.0,One-off Lapsed
C01504,,,,,Prospect (no purchase)
C01505,,,,,Prospect (no purchase)
C01506,,,,,Prospect (no purchase)
C01507,,,,,Prospect (no purchase)
C01508,,,,,Prospect (no purchase)
C01509,,,,,Prospect (no purchase)
C01510,,,,,Prospect (no purchase)
C01511,,,,,Prospect (no purchase)
C01512,,,,,Prospect (no purchase)
C01513,,,,,Prospect (no purchase)
C01514,,,,,Prospect (no purchase)
C01515,,,,,Prospect (no purchase)
C01516,2024-02-26,1.0,419.57,674.0,One-off Lapsed
C01517,,,,,Prospect (no purchase)
C01518,,,,,Prospect (no purchase)
C01519,2024-07-01,1.0,219.5,548.0,One-off Lapsed
C01520,,,,,Prospect (no purchase)
C01521,,,,,Prospect (no purchase)
C01522,,,,,Prospect (no purchase)
C01523,,,,,Prospect (no purchase)
C01524,,,,,Prospect (no purchase)
C01525,2024-05-02,1.0,179.34,608.0,One-off Lapsed
C01526,,,,,Prospect (no purchase)
C01527,2024-10-16,1.0,183.83,441.0,One-off Lapsed
C01528,,,,,Prospect (no purchase)
C01529,,,,,Prospect (no purchase)
C01530,,,,,Prospect (no purchase)
C01531,,,,,Prospect (no purchase)
C01532,,,,,Prospect (no purchase)
C01533,,,,,Prospect (no purchase)
C01534,,,,,Prospect (no purchase)
C01535,2024-10-15,1.0,162.1,442.0,One-off Lapsed
C01536,,,,,Prospect (no purchase)
C01537,,,,,Prospect (no purchase)
C01538,2024-12-25,1.0,126.17,371.0,One-off Lapsed
C01539,,,,,Prospect (no purchase)
C01540,2025-10-27,6.0,1016.25,65.0,Champions
C01541,2024-04-22,1.0,189.19,618.0,One-off Lapsed
C01542,,,,,Prospect (no purchase)
C01543,,,,,Prospect (no purchase)
C01544,,,,,Prospect (no purchase)
C01545,2025-09-24,1.0,271.7,98.0,One-off Lapsed
C01546,,,,,Prospect (no purchase)
C01547,,,,,Prospect (no purchase)
C01548,2025-05-02,2.0,493.21,243.0,Occasional Repeat
C01549,2025-12-30,1.0,193.16,1.0,Recent Buyers
C01550,,,,,Prospect (no purchase)
C01551,,,,,Prospect (no purchase)
C01552,,,,,Prospect (no purchase)
C01553,,,,,Prospect (no purchase)
C01554,,,,,Prospect (no purchase)
C01555,,,,,Prospect (no purchase)
C01556,,,,,Prospect (no purchase)
C01557,,,,,Prospect (no purchase)
C01558,,,,,Prospect (no purchase)
C01559,,,,,Prospect (no purchase)
C01560,2025-04-26,2.0,503.53,249.0,Occasional Repeat
C01561,,,,,Prospect (no purchase)
C01562,,,,,Prospect (no purchase)
C01563,,,,,Prospect (no purchase)
C01564,,,,,Prospect (no purchase)
C01565,,,,,Prospect (no purchase)
C01566,2024-04-06,1.0,231.11,634.0,One-off Lapsed
C01567,2024-03-08,1.0,156.5,663.0,One-off Lapsed
C01568,,,,,Prospect (no purchase)
C01569,,,,,Prospect (no purchase)
C01570,,,,,Prospect (no purchase)
C01571,,,,,Prospect (no purchase)
C01572,,,,,Prospect (no purchase)
C01573,,,,,Prospect (no purchase)
C01574,,,,,Prospect (no purchase)
C01575,,,,,Prospect (no purchase)
C01576,,,,,Prospect (no purchase)
C01577,,,,,Prospect (no purchase)
C01578,,,,,Prospect (no purchase)
C01579,,,,,Prospect (no purchase)
C01580,,,,,Prospect (no purchase)
C01581,2025-11-05,1.0,97.0,56.0,One-off Lapsed
C01582,2024-08-12,1.0,205.72,506.0,One-off Lapsed
C01583,2024-06-28,2.0,820.04,551.0,Occasional Repeat
C01584,,,,,Prospect (no purchase)
C01585,,,,,Prospect (no purchase)
C01586,,,,,Prospect (no purchase)
C01587,,,,,Prospect (no purchase)
C01588,,,,,Prospect (no purchase)
C01589,2025-04-30,1.0,353.18,245.0,One-off Lapsed
C01590,2024-06-23,1.0,168.63,556.0,One-off Lapsed
C01591,,,,,Prospect (no purchase)
C01592,,,,,Prospect (no purchase)
C01593,,,,,Prospect (no purchase)
C01594,,,,,Prospect (no purchase)
C01595,,,,,Prospect (no purchase)
C01596,,,,,Prospect (no purchase)
C01597,,,,,Prospect (no purchase)
C01598,,,,,Prospect (no purchase)
C01599,,,,,Prospect (no purchase)
C01600,,,,,Prospect (no purchase)
C01601,,,,,Prospect (no purchase)
C01602,,,,,Prospect (no purchase)
C01603,2024-11-25,1.0,239.5,401.0,One-off Lapsed
C01604,,,,,Prospect (no purchase)
C01605,,,,,Prospect (no purchase)
C01606,,,,,Prospect (no purchase)
C01607,,,,,Prospect (no purchase)
C01608,2025-12-30,1.0,165.95,1.0,Recent Buyers
C01609,,,,,Prospect (no purchase)
C01610,,,,,Prospect (no purchase)
C01611,,,,,Prospect (no purchase)
C01612,2025-03-05,1.0,126.71,301.0,One-off Lapsed
C01613,,,,,Prospect (no purchase)
C01614,,,,,Prospect (no purchase)
C01615,,,,,Prospect (no purchase)
C01616,,,,,Prospect (no purchase)
C01617,,,,,Prospect (no purchase)
C01618,,,,,Prospect (no purchase)
C01619,,,,,Prospect (no purchase)
C01620,,,,,Prospect (no purchase)
C01621,,,,,Prospect (no purchase)
C01622,,,,,Prospect (no purchase)
C01623,,,,,Prospect (no purchase)
C01624,,,,,Prospect (no purchase)
C01625,,,,,Prospect (no purchase)
C01626,,,,,Prospect (no purchase)
C01627,,,,,Prospect (no purchase)
C01628,,,,,Prospect (no purchase)
C01629,,,,,Prospect (no purchase)
C01630,,,,,Prospect (no purchase)
C01631,2024-06-30,1.0,525.77,549.0,One-off Lapsed
C01632,,,,,Prospect (no purchase)
C01633,,,,,Prospect (no purchase)
C01634,2025-10-02,2.0,761.1700000000001,90.0,Occasional Repeat
C01635,,,,,Prospect (no purchase)
C01636,2024-04-07,1.0,141.26,633.0,One-off Lapsed
C01637,,,,,Prospect (no purchase)
C01638,2024-09-18,1.0,230.97,469.0,One-off Lapsed
C01639,,,,,Prospect (no purchase)
C01640,,,,,Prospect (no purchase)
C01641,,,,,Prospect (no purchase)
C01642,,,,,Prospect (no purchase)
C01643,,,,,Prospect (no purchase)
C01644,,,,,Prospect (no purchase)
C01645,,,,,Prospect (no purchase)
C01646,2024-06-30,1.0,213.7,549.0,One-off Lapsed
C01647,,,,,Prospect (no purchase)
C01648,,,,,Prospect (no purchase)
C01649,,,,,Prospect (no purchase)
C01650,,,,,Prospect (no purchase)
C01651,,,,,Prospect (no purchase)
C01652,,,,,Prospect (no purchase)
C01653,,,,,Prospect (no purchase)
C01654,2024-04-28,1.0,146.71,612.0,One-off Lapsed
C01655,,,,,Prospect (no purchase)
C01656,,,,,Prospect (no purchase)
C01657,,,,,Prospect (no purchase)
C01658,,,,,Prospect (no purchase)
C01659,,,,,Prospect (no purchase)
C01660,2025-01-27,1.0,656.11,338.0,Occasional Repeat
C01661,2025-05-03,1.0,147.28,242.0,One-off Lapsed
C01662,,,,,Prospect (no purchase)
C01663,2025-09-27,1.0,236.98,95.0,One-off Lapsed
C01664,2024-03-24,1.0,239.58,647.0,One-off Lapsed
C01665,,,,,Prospect (no purchase)
C01666,,,,,Prospect (no purchase)
C01667,,,,,Prospect (no purchase)
C01668,2024-10-26,3.0,611.69,431.0,Champions
C01669,2025-05-06,1.0,110.91,239.0,One-off Lapsed
C01670,,,,,Prospect (no purchase)
C01671,2025-03-01,1.0,219.85,305.0,One-off Lapsed
C01672,,,,,Prospect (no purchase)
C01673,,,,,Prospect (no purchase)
C01674,,,,,Prospect (no purchase)
C01675,,,,,Prospect (no purchase)
C01676,2025-01-14,1.0,239.94,351.0,One-off Lapsed
C01677,,,,,Prospect (no purchase)
C01678,2024-10-07,2.0,595.09,450.0,Occasional Repeat
C01679,,,,,Prospect (no purchase)
C01680,,,,,Prospect (no purchase)
C01681,,,,,Prospect (no purchase)
C01682,2024-10-17,1.0,112.83,440.0,One-off Lapsed
C01683,,,,,Prospect (no purchase)
C01684,,,,,Prospect (no purchase)
C01685,,,,,Prospect (no purchase)
C01686,,,,,Prospect (no purchase)
C01687,,,,,Prospect (no purchase)
C01688,,,,,Prospect (no purchase)
C01689,,,,,Prospect (no purchase)
C01690,,,,,Prospect (no purchase)
C01691,,,,,Prospect (no purchase)
C01692,,,,,Prospect (no purchase)
C01693,,,,,Prospect (no purchase)
C01694,2025-04-03,1.0,209.23,272.0,One-off Lapsed
C01695,2024-09-09,1.0,181.96,478.0,One-off Lapsed
C01696,,,,,Prospect (no purchase)
C01697,2025-12-31,2.0,348.37,0.0,Recent Buyers
C01698,,,,,Prospect (no purchase)
C01699,,,,,Prospect (no purchase)
C01700,,,,,Prospect (no purchase)
C01701,,,,,Prospect (no purchase)
C01702,,,,,Prospect (no purchase)
C01703,,,,,Prospect (no purchase)
C01704,,,,,Prospect (no purchase)
C01705,,,,,Prospect (no purchase)
C01706,2024-03-25,1.0,257.29,646.0,One-off Lapsed
C01707,,,,,Prospect (no purchase)
C01708,,,,,Prospect (no purchase)
C01709,,,,,Prospect (no purchase)
C01710,,,,,Prospect (no purchase)
C01711,2025-03-30,1.0,189.59,276.0,One-off Lapsed
C01712,,,,,Prospect (no purchase)
C01713,2025-12-14,2.0,649.36,17.0,Occasional Repeat
C01714,,,,,Prospect (no purchase)
C01715,,,,,Prospect (no purchase)
C01716,,,,,Prospect (no purchase)
C01717,,,,,Prospect (no purchase)
C01718,2024-07-23,1.0,203.62,526.0,One-off Lapsed
C01719,,,,,Prospect (no purchase)
C01720,,,,,Prospect (no purchase)
C01721,,,,,Prospect (no purchase)
C01722,,,,,Prospect (no purchase)
C01723,,,,,Prospect (no purchase)
C01724,,,,,Prospect (no purchase)
C01725,,,,,Prospect (no purchase)
C01726,,,,,Prospect (no purchase)
C01727,,,,,Prospect (no purchase)
C01728,,,,,Prospect (no purchase)
C01729,,,,,Prospect (no purchase)
C01730,,,,,Prospect (no purchase)
C01731,2025-05-06,2.0,384.09,239.0,Occasional Repeat
C01732,,,,,Prospect (no purchase)
C01733,,,,,Prospect (no purchase)
C01734,,,,,Prospect (no purchase)
C01735,,,,,Prospect (no purchase)
C01736,,,,,Prospect (no purchase)
C01737,,,,,Prospect (no purchase)
C01738,,,,,Prospect (no purchase)
C01739,,,,,Prospect (no purchase)
C01740,,,,,Prospect (no purchase)
C01741,,,,,Prospect (no purchase)
C01742,,,,,Prospect (no purchase)
C01743,,,,,Prospect (no purchase)
C01744,2024-07-06,1.0,155.5,543.0,One-off Lapsed
C01745,,,,,Prospect (no purchase)
C01746,,,,,Prospect (no purchase)
C01747,,,,,Prospect (no purchase)
C01748,,,,,Prospect (no purchase)
C01749,,,,,Prospect (no purchase)
C01750,,,,,Prospect (no purchase)
C01751,,,,,Prospect (no purchase)
C01752,,,,,Prospect (no purchase)
C01753,2024-01-20,1.0,194.99,711.0,One-off Lapsed
C01754,,,,,Prospect (no purchase)
C01755,,,,,Prospect (no purchase)
C01756,,,,,Prospect (no purchase)
C01757,2024-05-11,1.0,263.5,599.0,One-off Lapsed
C01758,2024-12-24,1.0,144.53,372.0,One-off Lapsed
C01759,2025-12-31,2.0,564.81,0.0,Recent Buyers
C01760,2025-09-25,2.0,434.11,97.0,Occasional Repeat
C01761,,,,,Prospect (no purchase)
C01762,,,,,Prospect (no purchase)
C01763,,,,,Prospect (no purchase)
C01764,2025-05-04,1.0,158.36,241.0,One-off Lapsed
C01765,2024-05-06,1.0,380.29,604.0,One-off Lapsed
C01766,,,,,Prospect (no purchase)
C01767,,,,,Prospect (no purchase)
C01768,,,,,Prospect (no purchase)
C01769,,,,,Prospect (no purchase)
C01770,,,,,Prospect (no purchase)
C01771,,,,,Prospect (no purchase)
C01772,,,,,Prospect (no purchase)
C01773,2024-04-01,1.0,242.51,639.0,One-off Lapsed
C01774,2024-05-05,2.0,353.04,605.0,Occasional Repeat
C01775,,,,,Prospect (no purchase)
C01776,,,,,Prospect (no purchase)
C01777,2024-07-26,2.0,380.15,523.0,Occasional Repeat
C01778,,,,,Prospect (no purchase)
C01779,,,,,Prospect (no purchase)
C01780,,,,,Prospect (no purchase)
C01781,,,,,Prospect (no purchase)
C01782,,,,,Prospect (no purchase)
C01783,,,,,Prospect (no purchase)
C01784,2025-09-27,1.0,215.43,95.0,One-off Lapsed
C01785,,,,,Prospect (no purchase)
C01786,,,,,Prospect (no purchase)
C01787,,,,,Prospect (no purchase)
C01788,,,,,Prospect (no purchase)
C01789,,,,,Prospect (no purchase)
C01790,,,,,Prospect (no purchase)
C01791,,,,,Prospect (no purchase)
C01792,,,,,Prospect (no purchase)
C01793,,,,,Prospect (no purchase)
C01794,,,,,Prospect (no purchase)
C01795,2025-07-18,2.0,418.39,166.0,Occasional Repeat
C01796,,,,,Prospect (no purchase)
C01797,,,,,Prospect (no purchase)
C01798,,,,,Prospect (no purchase)
C01799,,,,,Prospect (no purchase)
C01800,,,,,Prospect (no purchase)
C01801,,,,,Prospect (no purchase)
C01802,,,,,Prospect (no purchase)
C01803,,,,,Prospect (no purchase)
C01804,,,,,Prospect (no purchase)
C01805,2025-03-19,3.0,930.3199999999999,287.0,Champions
C01806,2024-05-18,1.0,339.28,592.0,One-off Lapsed
C01807,,,,,Prospect (no purchase)
C01808,,,,,Prospect (no purchase)
C01809,,,,,Prospect (no purchase)
C01810,2025-03-04,1.0,333.72,302.0,One-off Lapsed
C01811,,,,,Prospect (no purchase)
C01812,2025-02-01,1.0,207.22,333.0,One-off Lapsed
C01813,,,,,Prospect (no purchase)
C01814,,,,,Prospect (no purchase)
C01815,2025-05-05,1.0,153.83,240.0,One-off Lapsed
C01816,2025-12-31,2.0,522.91,0.0,Recent Buyers
C01817,,,,,Prospect (no purchase)
C01818,,,,,Prospect (no purchase)
C01819,,,,,Prospect (no purchase)
C01820,,,,,Prospect (no purchase)
C01821,,,,,Prospect (no purchase)
C01822,,,,,Prospect (no purchase)
C01823,,,,,Prospect (no purchase)
C01824,,,,,Prospect (no purchase)
C01825,,,,,Prospect (no purchase)
C01826,2024-03-25,1.0,146.2,646.0,One-off Lapsed
C01827,,,,,Prospect (no purchase)
C01828,,,,,Prospect (no purchase)
C01829,,,,,Prospect (no purchase)
C01830,,,,,Prospect (no purchase)
C01831,,,,,Prospect (no purchase)
C01832,,,,,Prospect (no purchase)
C01833,2024-02-14,1.0,209.33,686.0,One-off Lapsed
C01834,,,,,Prospect (no purchase)
C01835,,,,,Prospect (no purchase)
C01836,,,,,Prospect (no purchase)
C01837,,,,,Prospect (no purchase)
C01838,2024-08-24,1.0,245.92,494.0,One-off Lapsed
C01839,,,,,Prospect (no purchase)
C01840,2024-07-25,1.0,203.98,524.0,One-off Lapsed
C01841,,,,,Prospect (no purchase)
C01842,2024-11-11,2.0,728.0799999999999,415.0,Occasional Repeat
C01843,,,,,Prospect (no purchase)
C01844,,,,,Prospect (no purchase)
C01845,,,,,Prospect (no purchase)
C01846,,,,,Prospect (no purchase)
C01847,2024-09-04,1.0,223.94,483.0,One-off Lapsed
C01848,,,,,Prospect (no purchase)
C01849,,,,,Prospect (no purchase)
C01850,,,,,Prospect (no purchase)
C01851,,,,,Prospect (no purchase)
C01852,2024-11-14,1.0,273.18,412.0,One-off Lapsed
C01853,,,,,Prospect (no purchase)
C01854,,,,,Prospect (no purchase)
C01855,,,,,Prospect (no purchase)
C01856,,,,,Prospect (no purchase)
C01857,,,,,Prospect (no purchase)
C01858,2025-05-11,2.0,353.83,234.0,Occasional Repeat
C01859,,,,,Prospect (no purchase)
C01860,,,,,Prospect (no purchase)
C01861,,,,,Prospect (no purchase)
C01862,2025-05-18,1.0,314.2,227.0,One-off Lapsed
C01863,,,,,Prospect (no purchase)
C01864,,,,,Prospect (no purchase)
C01865,2024-07-30,2.0,506.5,519.0,Occasional Repeat
C01866,,,,,Prospect (no purchase)
C01867,,,,,Prospect (no purchase)
C01868,,,,,Prospect (no purchase)
C01869,,,,,Prospect (no purchase)
C01870,,,,,Prospect (no purchase)
C01871,,,,,Prospect (no purchase)
C01872,2024-12-12,1.0,358.72,384.0,One-off Lapsed
C01873,,,,,Prospect (no purchase)
C01874,2024-09-03,1.0,186.58,484.0,One-off Lapsed
C01875,,,,,Prospect (no purchase)
C01876,,,,,Prospect (no purchase)
C01877,,,,,Prospect (no purchase)
C01878,2025-01-13,1.0,142.91,352.0,One-off Lapsed
C01879,,,,,Prospect (no purchase)
C01880,,,,,Prospect (no purchase)
C01881,,,,,Prospect (no purchase)
